st_043120_0001#0,"""A.D.2028/4/7/20:00"""
st_043120_0010#0,"""Oh my……god……！<br>我的……stage……崩塌了……？"""
st_043120_0020#0,"""不過，很good……非常gooood……！<br>火継girl、炎雅boy……<br>還有<%me>chan……！"""
st_043120_0030#0,"""只有在actor的表現，遠遠超出了導演預期的時候！<br>才會誕生出最棒的film……！"""
st_043120_0040#0,"""……真受不了，都這樣了還在擔心電影啊？<br>還挺抗揍的嘛。"""
st_043120_0050#0,"""<%me>……？<br>……哥，快看那邊！"""
st_043120_0060#0,"""聽說是全員一起上，我還50%地<br>期待了一下，都會是些什麼貨色呢……<br>可無論是哪一個，都有70%左右挺弱的嘛。"""
st_043120_0070#0,"""所以，那邊那個小矬子就是火継？<br>看她100%就像是個狂妄小鬼<br>不如今天就在這兒把她幹掉如何？芙露。"""
st_043120_0080#0,"""……不、不可以啦奧庫。<br>雖然看著確實蠻弱的<br>但我們只是來打招呼的呀。"""
st_043120_0090#0,"""……啊，“只是來打招呼”這句台詞。<br>感覺聽著還挺厲害的呢，沒準能用上。<br>……記筆記記筆記。"""
st_043120_0100#0,"""……嚯嚯。芙露她說得是啊，奧庫。<br>咱們這次的目的，並不是他們。"""
st_043120_0110#0,"""…………"""
st_043120_0120#0,"""感知到反應！數量是5個！<br>是從什麼時候出現的……！？"""
st_043120_0130#0,"""不是吧不是吧，他們這是全員到齊啊？<br>這可有點棘手了吧……？"""
st_043120_0140#0,"""看來你被下了狠手啊，貝托爾。<br>就是因為沒聽我的意見，你才會變成這樣的。"""
st_043120_0150#0,"""哈……你不是為了說這些才來的吧？<br>奧菲艾爾？"""
st_043120_0160#0,"""……沒錯。"""
st_043120_0170#0,"""呃，啊……！"""
st_043120_0180#0,"""聖母決定了要嚴加處置。<br>你明顯的獨斷專行，和執行作戰中的差錯<br>再怎麼說，也是沒那麼容易就能一筆帶過的。"""
st_043120_0190#0,"""我也只是遵循這決定罷了，貝托爾。"""
st_043120_0200#0,"""嘿，哈哈……哈……呃啊！<br>Okay，Okaaay……！<br>……如果這是聖母的決定，那就如此吧！"""
st_043120_0210#0,"""不過，奧菲艾爾……film現在也還在<br>拍攝……著吧……？"""
st_043120_0220#0,"""這人死去的scene……<br>一生裡頭是只能拍攝一回的……！<br>你可得給我……好好拍下來……啊……！"""
st_043120_0230#0,"""……目的達成。"""
st_043120_0240#0,"""聽好了，世界的病灶。<br>我就再向你們宣告一次。"""
st_043120_0250#0,"""我們聖母星團的目的<br>就只有那邊那位名為阿有的少年。<br>只要把他交出來，我們就保證地球人的安全。"""
st_043120_0260#0,"""地球人……意思是只有我們嗎？<br>那神諭的那些人會怎麼樣啊！"""
st_043120_0270#0,"""我只是負責轉達聖母的話罷了。<br>若你們不交出來，我們就把所有的病灶都一併根除。<br>……僅此而已。"""
st_043120_0280#0,"""交出阿有……？<br>那群傢伙……聖母的目的到底是什麼啊？！"""
st_043120_0290#0,"""……當然是為了復仇。<br>除了復仇，哪還會有什麼其他目的？"""
skit01#0,"""Change The World!"""
skit02#0,"""變革世界之聲"""
