st_058050_0001#0,"""A.P.242/1/10/11:00"""
st_058050_0010#0,"""黑洞的拡大速度、増加。<br>就連時間停止、也只是<br>自我安慰的程度……太犯規了吧。"""
st_058050_0020#0,"""怎、怎麼辦啊夏歐桑。<br>我還是做點別的什麼比較好……"""
st_058050_0030#0,"""不、術式要維持。<br>如果這也消失了、拡大速度<br>就無法與現在相比。"""
st_058050_0040#0,"""……夏歐君。<br>那個、周囲光子的吞噬速度<br>這樣提高了、可以嗎。"""
st_058050_0050#0,"""好像是這樣……<br>你在想什麼、阿露瑪。"""
st_058050_0060#0,"""阿露瑪桑？"""
st_058050_0070#0,"""二代目醬。<br>術式展開全部交給你了<br>可以吧？"""
st_058050_0080#0,"""誒！"""
st_058050_0090#0,"""沒關係、這樣的話<br>不必在意細微的控制<br>全力展開就可以了。"""
st_058050_0100#0,"""我要……<br>去做只有我能做的事。"""
st_058050_0110#0,"""阿露瑪桑！"""
st_058050_0120#0,"""……瑪托依！<br>維持術式！<br>阿露瑪應該有自己的想法……！"""
st_058050_0130#0,"""但是、阿露瑪桑要一個人去做什麼……！"""
st_058050_0140#0,"""……我知道。<br>我知道的。<br>怎麼能讓她一個人。"""
st_058050_0150#0,"""……<%me>。<br>……大家都很努力。<br>努力做能做的事。"""
st_058050_0160#0,"""我也……為了保護你<br>保護大家、去努力……<br>……加油！"""
name01#0,"""？？？"""
name02#0,"""？？？"""
