st_043110_0001#0,"""A.D.2028/4/7/19:30"""
st_043110_0010#0,"""哈啊……哈啊……<br>這下，總該都打倒了吧……！"""
st_043110_0020#0,"""Good，火継girl！<br><%me>chan！<br>你們到此為止的act，都跟我想象的一模一樣！"""
st_043110_0030#0,"""……貝托爾！"""
st_043110_0040#0,"""但若是只有這些，那就so bad了！<br>我期待在你們身上，在你們這樣的actor身上看到的<br>可遠遠不止這些！"""
st_043110_0050#0,"""你懂我的意思嗎，火継girl？<br>無論是你，還是<%me><br>都還有什麼不太夠！"""
st_043110_0060#0,"""誰管你要什麼啊！<br>我們到這兒來<br>是來把你這蠢貨給揍飛的……！"""
st_043110_0070#0,"""什麼……！"""
st_043110_0080#0,"""我說的就是這個，火継girl！<br>就是這副表情！這副貨真價實的，瀕臨絕望的表情！<br>這就是我要的東西！"""
st_043110_0090#0,"""……不過，<%me>chan。<br>你的表情還是差了點，讓我不太滿意呢。"""
st_043110_0100#0,"""你們不也應該和我們一樣，擺出同樣的表情來嘛？<br>再更多更多更多地展現出，人類那活生生的表情吧！<br>Please show me！You see！？"""
st_043110_0110#0,"""從爆炸之中……創造出了幻創種……？<br>你的具現武裝，不應該是炸彈嗎……！"""
st_043110_0120#0,"""No no no no nooo！<br>你這可就犯了大mistake了，火継girl！"""
st_043110_0130#0,"""我的能力，是S・F・X！<br>可不僅僅是火藥爆炸，還有燈光偽裝<br>實體特效！什麼都能搞得出來！"""
st_043110_0140#0,"""長久以來，它們一直都被視為了老掉牙的技術……<br>……可現在，它們卻成為了我的力量<br>復活為了這世界上最棒，也是最大的film technique！"""
st_043110_0150#0,"""我的role，就是將film<br>登峰造極得更為exciting！<br>更為crazy！也更為sensational！"""
st_043110_0160#0,"""火継girl！<br>你不是也應該有聽萩斗說過的嘛？"""
st_043110_0170#0,"""以太並不僅僅是一項用於通訊的技術！<br>而是可以將願望幻化成型！<br>而這，就是我，使用以太的方法！"""
st_043110_0180#0,"""……別胡扯了。<br>你就為了這種東西，而把這麼多事物<br>都牽扯了進去，你以為你自己誰啊！"""
st_043110_0190#0,"""哈哈哈！你這word<br>我原封不動地還給you，火継girl！<br>你之前不也曾是聖母星團的member嘛？"""
st_043110_0200#0,"""在你加入聖母星團的時候，應該是有被告知過的。<br>我們，都是被選中的人。<br>是擁有著力量的存在！"""
st_043110_0210#0,"""靠著這力量，去實現自己的慾望！<br>去滿足自身的欲求！去change the world！<br>這才是我們的role！"""
st_043110_0220#0,"""你錯了！你說的這些，絕對是錯了！"""
st_043110_0230#0,"""我們擁有這份力量，絕不是為了創造一個<br>會有人感到悲傷、會有人故去的世界……！"""
st_043110_0240#0,"""就我自己來說……我只是想要保護阿有。<br>於是，這傢伙便來到了我的身旁。<br>這是一份，為了保護什麼而存在的力量。"""
st_043110_0250#0,"""沒錯，我早就知道，什麼保護一切<br>什麼世界和平，不過只是癡人說夢罷了。<br>可即便如此，我也不願忘卻，為了實現這些而作出的努力！"""
st_043110_0260#0,"""我想讓這個世界<br>變得離那個不用失去什麼，也不必感到悲傷……<br>……每個人都能展露笑顏的世界，更近一些。"""
st_043110_0270#0,"""……而你的所作所為，與這完全相反。<br>這不是慾望，也更不是什麼欲求，純粹就是亂撒脾氣！<br>不過只是披著層創作外衣的破壞活動罷了！"""
st_043110_0280#0,"""Nooo，完全不行啊，火継girl。<br>一邊認定自己做不到，還一邊說自己有在努力<br>你這話也太讓人發笑了！"""
st_043110_0290#0,"""我們所擁有的，就是能將癡人說夢具現化的力量……<br>也就是以太的power啊。<br>Do you understand？"""
st_043110_0300#0,"""靠著你這種negative的意志<br>是不可能改變mind<br>也不可能撼動world的，火継girl！"""
st_043110_0310#0,"""……也快到film的尾聲了。<br>不如就來演一演climax的scene吧。"""
st_043110_0320#0,"""<%me><br>你自始至終都沒變過表情呢。<br>看來你只是個差勁的actor，真讓我失望。"""
st_043110_0330#0,"""所以，至少在這last scene中<br>給觀眾展示一下被悲痛與苦痛所扭曲的<br>貨真價實的表情吧！"""
st_043110_0340#0,"""……What's？<br>這怎麼回事，film還在拍攝啊！"""
st_043110_0350#0,"""是拍攝中止了，你這爛導演。"""
st_043110_0360#0,"""……炎雅哥！"""
st_043110_0370#0,"""喲，你看著挺精神的嘛，火継。"""
st_043110_0380#0,"""You是……！<br>八坂，炎雅……！"""
st_043110_0390#0,"""哼……炎雅boy。<br>你不是應該連同著那房間一起，消失了才對麼？"""
st_043110_0400#0,"""機關都那麼明顯了<br>我怎麼可能還會被捲進去啊？<br>好歹稍微對機關抱有點懷疑吧，電影導演。"""
st_043110_0410#0,"""……Shit。<br>不過no problem，只要在這裡把你們一塊消滅掉<br>就finish了！就是ending了！"""
st_043110_0420#0,"""喂喂，您別開國際玩笑了。<br>現在這年頭，這種劇本可是要被罵死的啊？"""
st_043110_0430#0,"""發送聯絡！之前出現在周邊的幻創種<br>絕大部分都被友軍所鎮壓，現在已經消失了！"""
st_043110_0440#0,"""友軍？不是ARKS？"""
st_043110_0450#0,"""是的，它們似乎是存在於地球這邊的<br>對抗聖母星團的勢力……「地球先導」！"""
st_043110_0460#0,"""Hooly shiiiit！<br>我的舞台！我精心搭建的stage！"""
st_043110_0470#0,"""這地方一看就知道是誘餌<br>我怎麼都不可能毫無對策就過來吧？"""
st_043110_0480#0,"""雖說，似乎也確實有些笨蛋<br>一丁點對策都沒準備就跑來了呢。"""
st_043110_0490#0,"""炎雅boy……<br>你是個miscast！<br>立刻給我從這裡滾出去！"""
st_043110_0500#0,"""在這舞台上……在我的影像中……<br>在全世界都翹首以盼的影像中<br>不需要像你這樣的irregular！簡直是完全不配！"""
st_043110_0510#0,"""行啦，您就別那麼無情了嘛。<br>我這人，還挺拿手演內心戲和爾虞我詐的。"""
st_043110_0520#0,"""Shut uuuuuup！！"""
st_043110_0530#0,"""……我聽說過你<br><%me>。"""
st_043110_0540#0,"""不好意思啊，才剛見你就這麼問<br>我可以藉助一下你的力量嗎？"""
st_043110_0550#0,"""還有，那邊的笨蛋老妹。<br>你想怎麼著？要是累了去睡個大覺也沒問題哦？"""
st_043110_0560#0,"""別、別胡說八道！<br>我也要參戰的好吧！"""
st_043110_0570#0,"""那行，就趕快把這無聊透頂的垃圾電影<br>給了結掉吧！"""
