st_042210_0001#0,"""A.D.2028/3/30/14:00"""
st_042210_0010#0,"""……我不打了。繼續戰鬥下去也毫無意義。<br>異常因素這麼多，這門生意<br>可就不一定還能穩賺不賠了。"""
st_042210_0020#0,"""你做到這份上，還打算逃！？"""
st_042210_0030#0,"""你說得沒錯，小姑娘。<br>我這是在做生意。<br>有時候也得拿出勇氣，乾脆利落地收手才是。"""
st_042210_0040#0,"""今天我先撤退。<br>不過你們的數據，我已經記下來了。<br>八坂火継，還有你<%me>。"""
st_042210_0050#0,"""等我們下次再見的時候……再把你們碾碎。<br>到那時候，我就不考慮什麼聖母，也不考慮什麼生意了。"""
st_042210_0060#0,"""窮追不捨很危險"""
st_042210_0070#0,"""比起這個，還有更重要的事情"""
st_042210_0080#0,"""……也是啊。<br>要是逞強去追，也不知道會發生什麼。"""
st_042210_0090#0,"""……！<br>冰莉……！"""
st_042210_0100#0,"""……火継，這是騙人的吧？<br>火継你怎麼可能背叛我們啊<br>這絕對，是騙人的對不對？"""
st_042210_0110#0,"""我相信你。<br>我從來都沒有懷疑過你，火継。<br>可是……可是…………！"""
st_042210_0120#0,"""冰莉……我沒有背叛……"""
st_042210_0130#0,"""那你告訴我為什麼！為什麼你要<br>違抗聖母說的話！為什麼啊……！<br>為什麼啊，火継……！"""
st_042210_0140#0,"""你快回來呀火継！<br>快回來我這邊，牽起我的手<br>陪伴在……我的身邊好不好……！"""
st_042210_0150#0,"""……冰莉。<br>抱歉，我已經回不去了。"""
st_042210_0160#0,"""っ！！"""
st_042210_0170#0,"""因為，我想要用自己的這雙眼、自己的這顆心<br>來判斷何為正確，何為錯誤……<br>所以我要跟著<%me>走。"""
st_042210_0180#0,"""……等。<br>等等，火継！"""
st_042210_0190#0,"""抱歉，冰莉……真的很抱歉。"""
st_042210_0200#0,"""等等啊，火継！！<br>火継－－－－！！！"""
st_042210_0210#0,"""嗚……嗚嗚……嗚……<br>火継，火継……<br>為什麼，為什麼啊……！"""
st_042210_0220#0,"""你不是都說好了，要一直陪在我身邊的嘛……<br>為什麼啊，火継……為什麼……！"""
st_042210_0230#0,"""鷲宮冰莉。<br>你是為何而哭泣？"""
st_042210_0240#0,"""欸……"""
st_042210_0250#0,"""若你是因被奪走之物而悲歎……<br>因失去之物而感傷……<br>那就緊握雙手，心懷起堅強的意志。"""
st_042210_0260#0,"""只要你，還願將朋友的餘溫<br>再度牽回自己的手中。"""
st_042210_0270#0,"""……火……継。"""
st_042210_0280#0,"""你的心願，我都知曉。"""
skit01#0,"""-Illusion Dimension-"""
skit02#0,"""幻創的現實"""
