st_045080_0001#0,"""A.P.241/4/17/15:30"""
st_045080_0220#0,"""……不可以這樣，雪拉。不可以停止思考。<br>別去否定已經發生的事情，而是得去尋找原因。"""
st_045080_0230#0,"""我們為什麼這麼輕而易舉就被入侵<br>又是經由什麼才造成了現在這狀況……？"""
st_045080_0240#0,"""……！？<br>管制系統有著總密鑰的入侵痕跡……！"""
st_045080_0250#0,"""這東西和夏歐的很像，但又不是夏歐……<br>它是夏歐的複製……不不，不對……<br>這、這份數據……！"""
st_045080_0260#0,"""是……錫安的東西！？"""
st_045080_0270#0,"""回答正確，我的同胞。<br>或許該說，是我的姪孫？"""
st_045080_0280#0,"""我終於明白了。<br>過去的光子族創造出來，卻沒能控制住<br>最終被遺棄進了亞空間的，錫安的模仿體……"""
st_045080_0290#0,"""她其實漂流到了地球上，並以“聖母”之名稱呼起了自己。<br>……就是這麼一回事，對不對？"""
st_045080_0300#0,"""……正是如此。<br>看來也不需要多作說明了。"""
st_045080_0310#0,"""那群自說自話將我創造出來，又自作主張將我捨棄<br>教會了我這顆「復讐」之心的光子族們<br>現在何處？"""
st_045080_0320#0,"""……很遺憾。<br>但光子族已經滅亡了。<br>你已經沒有可以復仇的對象了。"""
st_045080_0330#0,"""是麼……那我就只能<br>把光子族留下的東西全都給破壞掉了。<br>只要是他們創造出來的，我必定會滅個片甲不留。"""
st_045080_0340#0,"""而為了獲得這份破壞的力量……<br>這以太與光子的融合體<br>－－阿有，我就收下了。"""
st_045080_0350#0,"""不、不行！<br>決不能把阿有弟弟交給你！"""
st_045080_0360#0,"""呀啊！"""
st_045080_0370#0,"""……不許你妨礙聖母。"""
st_045080_0380#0,"""……沒想到你還挺老實啊，融合體。<br>不如做些與你年紀相符的事情<br>哭一哭喊一喊，抵抗一下如何？"""
st_045080_0390#0,"""……我相信姐姐。<br>我相信，姐姐她是一定回來救我的<br>所以我不會哭。"""
st_045080_0400#0,"""只要我哭了，姐姐也是會跟著哭起來的<br>所以我……絕對不哭。"""
st_045080_0410#0,"""……你指的是八坂火継吧。<br>沒用的，她已經再也醒不過來了。"""
st_045080_0420#0,"""不會的！<br>姐姐她……姐姐她……<br>都說了會保護我的……！"""
st_045080_0430#0,"""你這願望，不會實現。"""
