st_045060_0001#0,"""A.D.2028/4/17/14:30"""
st_045060_0010#0,"""……怎麼了<%me>？<br>幹嘛突然停下來？"""
st_045060_0020#0,"""……感覺有些奇怪"""
st_045060_0030#0,"""時間在倒流？"""
st_045060_0040#0,"""……奇怪？你是指什麼？<br>就現在甚至連敵人都沒碰到過<br>你這判斷下得也太早了吧。"""
st_045060_0050#0,"""時間在倒流？<br>什麼意思？是發生了什麼嗎？<br>咱們都還沒遇見過敵人啊……"""
st_045060_0060#0,"""……什麼？已經遇見過敵人了？<br>還……交戰了好幾次？<br>這什麼情況啊……！"""
st_045060_0070#0,"""……雪拉小姐？喂喂！<br>這他媽的都怎麼了，連通訊都連不上！"""
st_045060_0080#0,"""……沒用的。<br>我的領域，是不斷輪迴著相同時間的遊樂場。<br>外面的通訊，是不可能傳進來的。"""
st_045060_0090#0,"""你們要是一直沒發現，就這麼在芙露的童話裡<br>一直散步下去的話，明明就100%省事了呢……<br>哎，真是70%地可惜了啊。"""
st_045060_0100#0,"""不過我說啊，這餡露得未免有點早了吧，芙露？"""
st_045060_0110#0,"""……我分明花了好多心思來準備這領域啊。<br>可你們卻能這麼早就察覺到時間的倒流<br>怕不是腦子有點問題。"""
st_045060_0120#0,"""……你經歷過這種事情？<br>還真是跟奧庫說的一模一樣，是個讓人不快的人呢。"""
st_045060_0130#0,"""就你們是吧……花招搞得倒是一套一套的。<br>不過，你們這麼有誠意地現出身來<br>看著卻也沒半點想解除這陷阱的意思啊。"""
st_045060_0140#0,"""……要想解除陷阱，還請二位用盡渾身解數。<br>不過，我們也是絕不會讓你們得逞的。"""
st_045060_0150#0,"""這意思就是說呢，我們已經60%地膩味<br>幹看著不動手了，所以要直接來把你們打垮。"""
st_045060_0160#0,"""特別是那邊的……<%me>。<br>要是放任你不管，100%是會很危險的。<br>絕對會妨礙到聖母。"""
st_045060_0170#0,"""……而且，就連拉普拉斯和麥克斯韋<br>也都說想對之前的待遇“表示表示”呢！"""
st_045060_0180#0,"""……<%me>。<br>你十分危險。<br>而且，還是個非常非常讓人不快之人。"""
st_045060_0190#0,"""你絕對會成為聖母的阻礙。<br>沒錯，我都記在筆記上了……"""
st_045060_0200#0,"""我們決不會饒恕妨礙聖母之人！<br>也絕對，100%會排除掉你們！"""
st_045060_0210#0,"""……排除聖母的阻礙<br>就是我們的工作、我們的職責。<br>是甚至不用記在筆記上的，理所當然之事。"""
st_045060_0220#0,"""聖母星團，日之使徒！<br>奧庫＝米勒！"""
st_045060_0230#0,"""……聖母星團，月之使徒。<br>芙露＝喬尼絲＝拉斯維茨。"""
st_045060_0240#0,"""100%還不夠！我會以200%來迎擊你們！<br>這條命也好，這力量也罷，全都是為了聖母！"""
st_045060_0250#0,"""……翻動書頁，故事便會不斷循環往復。<br>它將周而復始、輪番上演。<br>直到聖母朝我們展露微笑之時。"""
