name01#0,"""？？？"""
name02#0,"""？？？"""
st_010375_0010#0,"""新的萬象盤已經誕生。<br>你抵達了你應該到達的路途，<br>方能成就這項事實。"""
st_010375_0020#0,"""你將會看到許許多多。<br>在之後，在以後，在你眼前。"""
st_010375_0030#0,"""但你不要把眼光挪開。<br>通達事實，以致解決。<br>只有你方得為之。"""
st_010375_0080#0,"""在此處，我僅能說：<br>希望能夠信任我。<br>因為，非如此則毫無意義。"""
al_010050_0010#0,"""唔唔、到這裡，感覺<br>很多令人在意的動向已經表現出來了吶。"""
al_010050_0020#0,"""特別令人在意的是，那個壞掉的武器……<br>那樣東西，想必理應就是「那個」<br>說起來為什麼會壞掉了吶……？"""
al_010050_0030#0,"""欸呀呀，脱線脱線，對不住對不住～<br>錫安的目的，好像應該就是<br>將武器的碎片進行回收呀。"""
al_010050_0040#0,"""可是那個戴著假面的人<br>同樣也在尋找碎片的樣子。<br>可遵循指引，你還是阻止了他。"""
al_010050_0050#0,"""本應在凍土熟睡之中<br>被假面進行回收的碎片的命運<br>改寫成為由你進行回收的未來。"""
al_010050_0060#0,"""在這個時間點……<br>能知曉這其中深義的<br>可能只有錫安自己了。"""
al_010050_0070#0,"""明明這些事情，在這之前<br>全～都告訴給你就好了……呀<br>什麼嘛，那樣是不允許的嘛～"""
al_010050_0080#0,"""告訴給你或者讓你失敗，會産生什麼樣的未來<br>因為認識到了這一點才不告訴你的呀。<br>……就是這個原因吶。"""
