st_042030_0001#0,"""A.D.2028/3/23/10:00"""
st_042030_0010#0,"""哈啊……"""
st_042030_0020#0,"""不可以這樣啦，火継。<br>下任學生會長怎麼可以在<br>一般學生面前歎氣呀！"""
st_042030_0030#0,"""我就只是個普通的學生會幹部好吧。<br>現在還不是會長呢，所以這樣也沒問題－－"""
st_042030_0040#0,"""而且你也不是什麼一般學生吧？<br>您說是不是啊？下任副會長，鷲宮冰莉同學？"""
st_042030_0050#0,"""別、別這麼叫我啦。<br>我也只是個普通的學生會幹部嘛。"""
st_042030_0060#0,"""乾脆冰莉你去當學生會長不就好了嘛？"""
st_042030_0070#0,"""我不適合當啦<br>就該火継你去當才是呀。<br>學生會的大家，也都覺得你會當上的。"""
st_042030_0080#0,"""學生會的大家啊……<br>可就算這麼說，這裡全員都是所屬於<br>聖母星團的成員，結果根本早就沒懸念了嘛。"""
st_042030_0090#0,"""真是的！火継你說話怎麼<br>總是這麼像個老油條啊！"""
st_042030_0100#0,"""而且沒懸念不也挺好的嘛？<br>畢竟這聖母星團本身<br>也只有被選中的人才能加入呀。"""
st_042030_0110#0,"""……難不成火継你是因為<br>不願意當學生會長，才在歎氣的嗎？"""
st_042030_0120#0,"""要是火継你真有這麼不情願<br>那我來替你當倒也無所謂啦<br>可我也希望……到時候火継你能成為我的支柱呢……"""
st_042030_0130#0,"""不是啦，不是這麼一回事……<br>………哈啊。"""
st_042030_0140#0,"""對了說起來，昨天沒在『PSO2』裡<br>見到你呢，你幹什麼去了呀？"""
st_042030_0150#0,"""『PSO2』……"""
st_042030_0160#0,"""火継？"""
st_042030_0170#0,"""我問你啊，冰莉。<br>這『PSO2』，是個什麼東西來著？"""
st_042030_0180#0,"""什麼叫“什麼東西”啊？"""
st_042030_0190#0,"""別多問啦。<br>就把冰莉你知道的都告訴我。"""
st_042030_0200#0,"""恩、恩？我知道了。"""
st_042030_0210#0,"""這『PSO2』，指的是伴隨著<br>超高速通訊『以太』的普及<br>而在短時間內一炮而紅的網絡遊戲。"""
st_042030_0220#0,"""正因為有了以太通訊，才得以實現了<br>次時代雲端操作系統『ESC-A』。"""
st_042030_0230#0,"""而『PSO2』呢，就是預裝在<br>『ESC-A』上的軟件，<br>它可以通過以太通訊與任何人一起遊玩。"""
st_042030_0240#0,"""我問的不是這種一般性的認識。<br>對『我們』而言的認識是什麼？"""
st_042030_0250#0,"""『我們』？……啊。<br>是問『聖母星團』中的大家<br>是怎麼看待那個遊戲的是吧？"""
st_042030_0260#0,"""它是個任誰都能簡單上手，隨時都能與任何人<br>在以太設施上共同遊玩的遊戲。<br>在這一點上的認識是一樣的。"""
st_042030_0270#0,"""可畢竟『聖母星團』的目的<br>是維護操作系統『ESC-A』<br>並剔除『ESC-A』中出現的BUG嘛。"""
st_042030_0280#0,"""……也正因如此，被聖母選拔出的<br>總數超過千人的『聖母星團』成員<br>才會日復一日地在維護與保全『ESC-A』，對不對？"""
st_042030_0290#0,"""恩，而且預裝在『ESC-A』上的『PSO2』之中<br>好像也混入了一些BUG。"""
st_042030_0300#0,"""正是因為出現了好多奇怪的事情<br>比如有一些不像是AI的NPC<br>做出了一些難以理解的舉動……"""
st_042030_0310#0,"""所以我們所屬於『聖母星團』的成員<br>才會在調查『PSO2』，並收集情報。"""
st_042030_0320#0,"""雖說不靠我們，也能收集情報<br>但估計應該也有很多事情<br>是不親自調查調查，就搞不清楚的吧。"""
st_042030_0330#0,"""……所以總結一下，對『PSO2』的認識終歸是個遊戲啊。<br>而我們認為，它裡面出現了類似於BUG的東西是吧？"""
st_042030_0340#0,"""……？恩，是呀？<br>畢竟聖母也說過「『ESC-A』中的BUG」嘛。"""
st_042030_0350#0,"""……可前段日子的那檔子事。<br>那真是遊戲中會有的行為嗎？<br>那些人們，真就是遊戲裡的人嗎？"""
st_042030_0360#0,"""而且，還有出現在這邊的那個怪物……<br>還有<%me>……<br>還有阿有…………"""
st_042030_0370#0,"""……怎麼了？火継？<br>我是說了什麼不該說的嗎？<br>抱歉抱歉，都怪我沒看妳臉色。"""
st_042030_0380#0,"""……冰莉。"""
st_042030_0390#0,"""怎、怎麼？"""
st_042030_0400#0,"""我知道冰莉你不擅長應付男人。<br>但即便如此，我也想讓你忍耐一下<br>帶你去見個人……"""
st_042030_0410#0,"""男、男……人？<br>是火継你的哥哥嗎？"""
st_042030_0420#0,"""不是。"""
st_042030_0430#0,"""不是炎雅……？<br>哈……！難、難道說，那個男人是……！<br>難道說難道說怎麼會怎麼會火継！？"""
st_042030_0440#0,"""不可以這樣啦，這是不純異性交際呀火継！<br>都要當學生會長的人，要是做了這種不檢點的事情<br>那可是會波及到全體學生，讓學園生活變得糜爛的……！"""
st_042030_0450#0,"""不是啦！<br>而且我要是真的有一個<br>那我幹嘛還要帶你去見他啊！"""
st_042030_0460#0,"""真的有！？"""
st_042030_0470#0,"""沒有！別讓我說出來了啦！"""
st_042030_0480#0,"""哈－－……<br>你聽好了啊冰莉，我想帶你見的那個人<br>不是我哥，更不是我男朋友……"""
st_042030_0490#0,"""那是誰！是誰呀！？"""
st_042030_0500#0,"""要說是誰嘛…………"""
st_042030_0510#0,"""……算是，我弟弟？"""
st_042030_0520#0,"""…………什麼？！"""
st_042030_0530#0,"""這……看來火継小姐<br>有個挺有意思的朋友嘛。"""
st_042030_0540#0,"""不過話說回來，<br>剛才她們說了些很不可思議的事情呢。"""
st_042030_0550#0,"""她們那邊有種名為「以太」的通訊技術。"""
st_042030_0553#0,"""還存在著名為『聖母星團』的組織。"""
st_042030_0556#0,"""而且，還認為這邊世界中的我們是BUG。"""
st_042030_0560#0,"""……真是越聽越搞不懂了。<br>還是得繼續追蹤調查一下才行呢。"""
