st_012100_0001#0,"""A.P.238/4/23/14:00"""
st_012100_0010#0,"""哈德烈......"""
st_012100_0040#0,"""（咆嘯）"""
st_012100_0050#0,"""嗯，是的。<br>嗯，我知道。我知道的。<br>沒有聲音，我卻知道。"""
st_012100_0060#0,"""......回想起來，<br>我們倆如同姐弟一般長大<br>卻從來都沒有吵過架呢。"""
st_012100_0070#0,"""你不會說話<br>是一個理由......"""
st_012100_0080#0,"""這樣說或許很怪，<br>但人家覺得我們感情很好。"""
st_012100_0090#0,"""無論是高興或悲傷，都在一起......<br>互相彌補彼此的不足，<br>一直、一直都是這樣......"""
st_012100_0100#0,"""......不過人家呢，沒有你在<br>也能夠這麼努力過日子，<br>你可以不必太擔心。"""
st_012100_0110#0,"""因此，結束吧，哈德烈。<br>讓作姐姐的來結束這一切。"""
st_012100_0120#0,"""像一個處理者那樣，<br>不為人知、安穩的、平靜的<br>送你走上最後一程......"""
st_012100_0130#0,"""都到了最後的高潮，<br>來個震驚四座的大反攻看看吧！"""
st_012100_0140#0,"""觀眾就是人家<br>以及<%me>而已！<br>但是一樣要明快、激烈，而且生動！"""
st_012100_0150#0,"""記錄遭到處分，什麼都不會留，<br>只有活在陰影中的我們......<br>才要讓來看的人記住我們！"""
st_012100_0160#0,"""那，就是【偶像】！<br>是人家的目標，<br>是你在背後支持的一切！"""
st_012100_0170#0,"""你可是我庫娜的弟弟，<br>試著震撼人心看看吧！"""
st_012100_0180#0,"""留下無法完全處分的記憶吧！"""
st_012100_0190#0,"""（咆嘯）"""
st_012100_0200#0,"""<%me>！<br>請你助我一臂之力！"""
st_012100_0210#0,"""我為六芒均衡之零，庫娜！"""
st_012100_0220#0,"""即將展開對目標的『處理』！"""
