st_044020_0001#0,"""A.P.241/4/10/10:00"""
st_044020_0010#0,"""哦，你來得正好。<br>不好意思啊，<%me><br>能不能拜託你這次代表ARKS，跟我一起走一趟？"""
st_044020_0020#0,"""我們那兒的老大說了想見你一面。<br>說是等會面地點選好之後再聯繫我。"""
st_044020_0030#0,"""要當面見嗎？<br>有話在通訊裡說不就好了？"""
st_044020_0040#0,"""因為要是只靠著通訊<br>也有好多東西難以傳達嘛。尤其感覺上的部分。"""
st_044020_0050#0,"""這類重要的會談，還是面對面地談<br>才會進行得順利一些。"""
st_044020_0060#0,"""是麼。<br>所以要去哪啊？"""
st_044020_0070#0,"""……我先說好啊，你得留下來看家。"""
st_044020_0080#0,"""欸！憑什麼！？"""
st_044020_0090#0,"""你可是聖母星團的啊。"""
st_044020_0100#0,"""我都退了！"""
st_044020_0110#0,"""那就是毫無關係了啊。<br>更沒理由帶你去了。"""
st_044020_0120#0,"""別跟我搞什麼奇怪的文字遊戲！<br>我現在也被聖母星團盯上了<br>所以這事跟我也有關係的！"""
st_044020_0130#0,"""被盯上的是阿有，跟你沒關係。<br>而且要是被盯上了，那就該把你藏起來才更安全。<br>我剛才的說明有哪裡說錯了麼？"""
st_044020_0140#0,"""可、可是……<br>我也是能參戰的嘛……！"""
st_044020_0150#0,"""我說的不是能不能的問題。<br>我說的，是憑你這種半吊子的覺悟<br>就不要再瞎摻和進來。"""
st_044020_0160#0,"""什麼半吊子啊……什麼意思嘛……！"""
st_044020_0170#0,"""那我問你，火継。<br>你的目的是什麼？"""
st_044020_0180#0,"""你是為了什麼才想戰鬥？<br>你是為了什麼，才想使用你的力量？"""
st_044020_0190#0,"""不是什麼……<br>……“是為了什麼”這種問題。"""
st_044020_0200#0,"""我只是因為想知道<br>會發生什麼事情……所以才……！"""
st_044020_0210#0,"""知道了又怎麼樣？<br>知道了之後，你又準備做什麼？<br>我看你多半是什麼都沒決定好吧？"""
st_044020_0220#0,"""你現在的行動，並不是出於自己的意願<br>而是在配合著別人，隨波逐流。"""
st_044020_0230#0,"""沒、沒這回事！<br>我是靠著自己的意志來到這裡的<br>還和大家一起……！"""
st_044020_0240#0,"""我不是都說了嘛，這跟大家沒關係。<br>你這傢伙也真是不明事理啊。"""
st_044020_0250#0,"""你要是不去自己決定，而是只跟在別人屁股後面<br>那這和當初對聖母言聽計從那時候<br>又有什麼不一樣？"""
st_044020_0260#0,"""那……那我問你，哥你又是為什麼<br>所屬於地球先導啊！<br>你又是為什麼而戰啊！？"""
st_044020_0270#0,"""……我的事情跟現在又沒關係。"""
st_044020_0280#0,"""有大關係！都這麼趾高氣昂地說教別人了<br>想必您肯定有什麼高尚的理由是不是！<br>那就給我一五一十說個清楚！"""
st_044020_0290#0,"""不可以－－－！！！"""
st_044020_0300#0,"""你們兩個人，都不可以再說了！<br>不可以再繼續吵下去了！"""
st_044020_0310#0,"""不可以再說這種言不由衷的話了！<br>這種話說出來，只是會傷到自己的！"""
st_044020_0320#0,"""……阿有。"""
st_044020_0330#0,"""你們兩個人，心裡想的明明都一樣<br>可為什麼還要吵架呢？"""
st_044020_0340#0,"""就不要吵了嘛，大家都相親相愛一點……<br>如果不這麼做，是會感到悲傷的……"""
st_044020_0350#0,"""…………抱歉。<br>我剛才有點上頭了。"""
st_044020_0360#0,"""我也……抱歉。"""
st_044020_0370#0,"""啊……對了……<br>剛才火継小姐她問過的<br>炎雅先生你戰鬥的理由是什麼呢？"""
st_044020_0380#0,"""……我有想要保護的東西。<br>那是我，絕對不想失去的東西。"""
st_044020_0390#0,"""就是為了這個，我才加入了地球先導……<br>同時也僅僅是為了這個，我才獲得了力量。"""
st_044020_0400#0,"""想要保護的東西……"""
st_044020_0410#0,"""火継。<br>你真的哪怕拼上自己的性命<br>也想要保護阿有、保護大家嗎？"""
st_044020_0420#0,"""……別憑著一時的感情點頭。<br>不要光是動嘴皮子，也去動動腦子好好想想。"""
st_044020_0430#0,"""…………抱歉。<br>我稍微，去讓頭腦冷靜下。"""
st_044020_0440#0,"""你就去陪陪那個笨蛋吧，拜託了。"""
st_044020_0450#0,"""未免有點說過頭了吧？"""
st_044020_0460#0,"""你觀察得挺仔細的嘛"""
st_044020_0470#0,"""……你不說我也懂。<br>我也知道，我剛才是有點說過頭了。"""
st_044020_0480#0,"""……也不是這麼回事。<br>要是我真的觀察得仔細，了解她心裡在想些什麼<br>那我就不會惹她生氣，而是會語重心長地教導她了。"""
st_044020_0490#0,"""……恕我直言，但炎雅先生。<br>我覺得火継小姐她的能力，還挺強的哦。"""
st_044020_0500#0,"""那肯定。<br>她畢竟是我的妹妹啊。"""
st_044020_0510#0,"""我擔心的，是她的意志。"""
st_044020_0520#0,"""那傢伙剛才不是說，她只是想知道會發生什麼嘛？<br>她這是想看情況決定立場。<br>她到現在還舉棋不定，不知道該站哪邊呢。"""
st_044020_0530#0,"""說得再難聽一點<br>她這傢伙在對各種事情做價值判斷。<br>她的行動，都是她下意識衡量得失的結果。"""
st_044020_0540#0,"""……不過，這也難免。<br>畢竟自從失去了雙親之後，她就變得分外關注<br>「如何讓自己被周圍的人所需要」而活著了。"""
st_044020_0550#0,"""具現武裝這東西，是靠著持有者的意志製作出來的。<br>意志的強弱，都會直接反映到其力量上。"""
st_044020_0560#0,"""像火継這種，意志還搖搖擺襬<br>都沒有穩固下來的人，是非常危險的。"""
st_044020_0570#0,"""就這種連覺悟都沒做好就上了戰場<br>結果就丟了性命的人，我見得多了。<br>你應該也是如此吧？"""
st_044020_0580#0,"""……炎雅先生，看來<br>你和火継小姐，唯獨有一點不同呢。<br>怎麼說好呢，感覺你非常的成熟。"""
st_044020_0590#0,"""畢竟家裡有那麼個妹妹<br>我也只能成熟起來才行了啊。"""
st_044020_0600#0,"""不過，不夠坦誠這點可不太好哦。<br>你直說不想把火継小姐她捲進來<br>不就好了嘛？"""
st_044020_0610#0,"""別管我。"""
