st_047050_0001#0,"""A.D.2028/4/23/13:00"""
st_047050_0010#0,"""這地方也有夠厲害的啊……<br>居然不是在月球的表面<br>而是在地底下造了這麼個建築出來。"""
st_047050_0020#0,"""而且，重力和空氣也沒什麼問題……<br>明明我之前還稍微期待了一下<br>六分之一的重力會是什麼樣的呢……"""
st_047050_0030#0,"""……我想，也許這和ARKS在與【巨軀】<br>在宇宙空間作戰的時候展開的領域<br>使用的是相同的技術。"""
st_047050_0040#0,"""考慮到光子和以太的性質幾乎相同<br>能做到這種程度，倒也不是什麼稀奇事了。"""
st_047050_0050#0,"""但比起這個……<br><%me>您有沒有覺得<br>好像在哪裡見過這地方？"""
st_047050_0060#0,"""這裡……很像是舊母艦的內部……<br>也就是錫安曾經所在的地方。<br>甚至可以說，就是一個模子刻出來的……"""
st_047050_0070#0,"""……畢竟聖母是錫安的模仿體嘛<br>所以她其實……是想在月球上造個母艦？"""
st_047050_0080#0,"""但由於技術力不足……<br>於是……她就想把它一模一樣地具現化出來？"""
st_047050_0090#0,"""也就是說，她是想把這裡……<br>把月球……變成母艦嗎？"""
st_047050_0100#0,"""嚯嚯。具現化母艦麼？<br>你這想法沒準是正中靶心啊，小姑娘。"""
st_047050_0110#0,"""可這裡的空氣……該怎麼形容才好呢。<br>行動起來的靈活度，還有待起來的感覺……<br>與其說像是地球，倒不如說更像是ARKS那邊的世界。"""
st_047050_0120#0,"""……感覺就好像，是想要在這裡<br>把那邊的世界給具現化出來一樣。"""
st_047050_0130#0,"""嚯嚯。具現化那邊的世界麼？<br>你這想法沒準是正中靶心啊，小姑娘。"""
st_047050_0140#0,"""阿拉特隆……先生。"""
st_047050_0150#0,"""你到那邊去了啊，鷲宮冰莉。"""
st_047050_0160#0,"""對不起……我已經……<br>沒辦法與聖母繼續同行下去了。"""
st_047050_0170#0,"""嚯嚯。也罷，也罷。<br>你這眼神，比起當初在這邊的時候<br>可真是堅定了不少啊。"""
st_047050_0180#0,"""我只是覺著，也許那邊<br>才是你該待的地方罷了。"""
st_047050_0190#0,"""……那你打算撤退？"""
st_047050_0200#0,"""此意絕無絲毫。<br>不過說來，我這頭頂上，倒確實是沒有“一絲一毫”呢。嚯嚯。"""
st_047050_0210#0,"""無論如何嗎？"""
st_047050_0220#0,"""……莫啰嗦，小姑娘。<br>老夫早已決意，要與聖母共同前行。"""
st_047050_0230#0,"""我這老骨頭可頑固著呢，現在已經連改都改不過來了。<br>就算你事到如今說什麼，我也都不會屈服。<br>……因而！"""
st_047050_0240#0,"""遠處之人當聽此聲！<br>近處之人仔細看清！"""
st_047050_0250#0,"""吾乃聖母星團的，土之使徒！<br>阿拉特隆＝托爾斯泰！<br>此刻，我將與爾等決一死戰！"""
skit01#0,"""Long Long Lone"""
skit02#0,"""母親般的心願"""
