name01#0,"""？？？"""
mv_010010_0010#0,"""「神諭」<br>它是在星際自由航行的巨大船團。"""
mv_010010_0020#0,"""隨著它的誕生，人們開創了通往外太空的道路，寫下一頁新的歷史。"""
mv_010010_0030#0,"""而如今，我們的活動範圍遍及了許多銀河。"""
mv_010010_0040#0,"""在旅途中發現未知行星時，就由「神諭」內部編組成的部隊......"""
mv_010010_0050#0,"""「ARKS」降落在行星上，進行調查。"""
mv_010010_0060#0,"""「ARKS」由「神諭」當中的四個種族所組成。"""
mv_010010_0070#0,"""能力平均的人類"""
mv_010010_0080#0,"""擅長運用光子的新人類"""
mv_010010_0090#0,"""擁有健壯身體的機器人"""
mv_010010_0095#0,"""以高度攻擊力為傲的魔人。"""
mv_010010_0100#0,"""各個種族互補其不足，相互協助，才建立起我們「ARKS」的基礎。"""
mv_010010_0110#0,"""......看來似乎抵達了。"""
mv_010010_0120#0,"""接下來我們將要前往的行星是納貝流士。"""
mv_010010_0130#0,"""這顆行星上沒有文明，原生生物極為凶暴。千萬不可以大意。"""
mv_010010_0140#0,"""祝你好運！"""
