st_056140_0001#0,"""A.P.241/11/27/10:00"""
st_056140_0010#0,"""啊，愛花！"""
st_056140_0020#0,"""啊、<%me>。雪拉。<br>我聽說我給你們兩人添麻煩了。<br>抱歉……"""
st_056140_0030#0,"""麻煩什麼不要在意。<br>那個完全是個事故……<br>身體還好吧？"""
st_056140_0040#0,"""已經在醫療中心檢查了。<br>身體沒有任何異常。"""
st_056140_0050#0,"""不過，老是……<br>做奇怪的噩夢。"""
st_056140_0060#0,"""咔咔……"""
st_056140_0070#0,"""特別讓人羞愧的夢。<br>沒有留下記憶<br>真是太好了。"""
st_056140_0080#0,"""就算還記得<br>也不想說……<br>也不想做第二次了。"""
st_056140_0090#0,"""咔咔咔咔咔……"""
st_056140_0100#0,"""……沒事啦。忘了吧。<br>愛花又沒有錯。"""
st_056140_0110#0,"""！？<br>啊，你們是不是<br>知道什麼了！？"""
st_056140_0130#0,"""強烈的光線也會投下巨大的陰影……"""
st_056140_0140#0,"""畢竟我只是個虛僞的容器……"""
st_056140_0150#0,"""哇……這臺詞到底什麼鬼……<br>爲什麼光是聽一下<br>臉就這麼紅……！"""
name01#0,"""拉比"""
name02#0,"""？？？"""
