st_055130_0001#0,"""A.P.241/11/3/10:00"""
st_055130_0010#0,"""和盧瑟的對話。<br>然後說了「借給你力量」麼。"""
st_055130_0020#0,"""……<%me>。<br>身體沒什麼感覺麼？"""
st_055130_0030#0,"""嗯，究極的存在<br>在希望我的影響麼？"""
st_055130_0040#0,"""......唔，安心吧。<br>現在還沒事。"""
st_055130_0050#0,"""對我現在而言，對所處的地方<br>所處的空間的興趣就是我的全部。<br>沒打算管那些小事情。"""
st_055130_0060#0,"""你也隨便行動就好。<br>現在這個點發生麻煩事的話<br>對彼此都沒好處。對吧？"""
st_055130_0070#0,"""<%me>......？<br>臉色好像不太好<br>真的沒事麼？"""
st_055130_0080#0,"""真的沒事"""
st_055130_0090#0,"""有一點兒來自盧瑟的影響......"""
st_055130_0100#0,"""雖，雖然不會有什麼......<br>但是盧瑟的，力量<br>還是稍微有點兒擔心。"""
st_055130_0110#0,"""真的麼！？<br>那，必須要淨化！　快點兒！<br>克拉麗莎，克拉麗莎！"""
st_055130_0120#0,"""<%me>。<br>別開玩笑啊。<br>我是很正經的。"""
st_055130_0130#0,"""這次獲得了【敗者】的力量......<br>但是，數據上的不正常也沒有。<br>黑暗種因子也沒有增加。"""
st_055130_0140#0,"""......和【巨軀】那時一樣<br>似乎沒有什麼可着急的地方。"""
st_055130_0150#0,"""還是一邊繼續分析能力的事情<br>一邊考慮歐米茄的情況吧。"""
st_055130_0160#0,"""盧瑟爲了阻止紅色邪龍<br>使用了徒花<br>因此犧牲了自己......"""
st_055130_0170#0,"""我也理解瑪托依在懷疑的東西<br>正常都會懷疑。"""
st_055130_0180#0,"""雖說在歐米茄的盧瑟是個愛諷刺人的人<br>但是是個會替妹妹着想的好哥哥。<br>對吧，<%me>。"""
st_055130_0190#0,"""就像是其他人一樣"""
st_055130_0200#0,"""那是盧瑟本來的性格？"""
st_055130_0210#0,"""歐米茄是阿卡西記錄<br>的記錄再現出來的世界。"""
st_055130_0220#0,"""歐米茄的盧瑟可能是<br>我們所不知道的某個時代的盧瑟<br>再現出的也說不定。"""
st_055130_0230#0,"""可能是在成爲黑暗法爾斯【敗者】<br>本來的他自身的性格。"""
st_055130_0240#0,"""本來的性格......這麼說的話<br>尤克莉妲也說過。"""
st_055130_0250#0,"""當她是【若人】的時候<br>連心靈都好像被操縱了一樣。"""
st_055130_0260#0,"""雖然盧瑟好像是在限制着<br>黑暗法爾斯的力量<br>但是其實已經被操縱也說不定。"""
st_055130_0270#0,"""......即使是現在<br>也沒有能確保那個過程的方法<br>所以也沒有打算原諒他。"""
st_055130_0280#0,"""......不過，還是有在意的地方。<br>關於<%me>看見的<br>哈莉艾特的過去......"""
st_055130_0290#0,"""已經死亡的哈莉艾特......麼。<br>既然也牽扯到盧瑟的話<br>就有可能有什麼重大的祕密。"""
st_055130_0300#0,"""等哈莉艾特冷靜下來以後<br>去問一下詳細的情況吧。"""
skit01#0,"""The Investigation of Loser"""
skit02#0,"""兄妹的記憶、敗者的研究"""
name01#0,"""？？？"""
name02#0,"""？？？"""
