st_063050_0001#0,"""A.P.242/3/7/12:00"""
st_063050_0010#0,"""……先遣隊、全軍覆沒。"""
st_063050_0020#0,"""我們這邊的動向<br>好像準確地預測到了。<br>那麼……那邊怎麼樣呢？"""
st_063050_0030#0,"""等一下。<br><%me>。"""
st_063050_0040#0,"""還在戰鬥部署中哦。<br>守護輝士你<br>又要去哪裏？"""
st_063050_0050#0,"""還是有空？<br>如果是話、就和我<br>來交手吧！"""
st_063050_0060#0,"""切！？"""
st_063050_0070#0,"""哎呀、變得可愛多了<br><%me>！"""
st_063050_0080#0,"""瑪麗亞！"""
st_063050_0090#0,"""！？"""
st_063050_0100#0,"""我已經看穿了那個偽裝！"""
st_063050_0110#0,"""啊呀啊呀！"""
st_063050_0120#0,"""嘁！"""
st_063050_0130#0,"""什麼啊、已經結束了嗎。<br>很少能和自己戰鬥。<br>可以再讓我打一下嗎？"""
st_063050_0140#0,"""……真麻煩。"""
name01#0,""" <%me>？"""
name02#0,"""？？？"""
