st_041010_0001#0,"""A.P.241/3/22/11:00"""
st_041010_0010#0,"""您於『A.P.238/2/20』在納貝流士行星進行了『ARKS』入隊的結業任務。"""
st_041010_0020#0,"""在結業任務之後，馬上就作為ARKS<br>展露了頭角。<br>進行了很多的冒險……"""
st_041010_0030#0,"""和黑暗種、黑暗法爾斯……<br>甚至與全部的元兇【深遠之暗】<br>進行了戰鬥，展現了您活躍的身手！"""
st_041010_0032#0,"""【深遠之暗】從久遠的封印中復活，<br>就在如此絕望的情形之下，您和【假面】兩人，<br>一直戰鬥到了最後一刻，從未放棄。"""
st_041010_0034#0,"""而最終，你們成功從【深遠之暗】的手中，<br>解救出了您曾保護過的少女－－瑪托依小姐。"""
st_041010_0036#0,"""但與此同時，<br>【假面】也英勇犧牲，成為了【深遠之暗】的新任宿主，<br>就這樣到了今天……"""
st_041010_0040#0,"""哎呀......就算只是回顧一下也還是覺得好厲害啊。<br>而且那個人現在竟然就在我的眼前…….<br>......啊，不好意思，還在說明呢。"""
st_041010_0050#0,"""現在，距離【深遠之暗】復活<br>已經過去兩年的時光了。"""
st_041010_0060#0,"""吃驚也是正常的。<br>畢竟對<%me>您來說，這些都應該只是一瞬間的事嘛。"""
st_041010_0070#0,"""您在和【深遠之暗】的戰鬥結束以後，<br>為了集中淨化黑暗種因子，<br>進入了冷凍艙。"""
st_041010_0080#0,"""在那之後和【深遠之暗】的戰鬥也在繼續......<br>但是請放心！<br>ARKS還健在！宇宙也還健在！"""
st_041010_0090#0,"""終於<%me>您現在也迴歸了......！<br>這樣ARKS的體制也終於萬全了！"""
st_041010_0100#0,"""……不過，這世間的常理<br>就是萬事都不會一帆風順呢。"""
st_041010_0110#0,"""<%me>，<br>之所以您才剛剛淨化完黑暗種因子，就把您叫起來，<br>其實是因為我有事相求。"""
st_041010_0120#0,"""啊不過，在跟您細說這請求之前，<br>就當是順便復健一下吧，<br>您要不要在戰艦內四處走走<br>去簡單做一做行星探索呀？"""
st_041010_0130#0,"""沒準有些人<br>也在等您時隔兩年的回歸哦。"""
LineWindow#0,"""重回現在"""
