name01#0,"""？？？"""
name02#0,"""ナレーション"""
pr_052010_0010#0,"""在所見的戰場上突然出現的異形之城，<br>在其出現後，形成了單方面的絕對優勢。"""
pr_052010_0020#0,"""被稱作魔神之城的異形之城所創造的魔神結界<br>無論是誰都無法通過，被稱爲絕對的防衛力。"""
pr_052010_0030#0,"""無法進攻，無法撤退。剩下的只有被蹂躪。"""
pr_052010_0040#0,"""比魔神城更可怕的是，從其中無窮盡涌現出得魔物。<br>通過那壓倒性的數量，虐殺人類。"""
pr_052010_0050#0,"""情勢已經很明顯了。除了戰敗逃跑沒有其他的選項。"""
pr_052010_0060#0,"""但是，在那出現的從異界而來的來訪者。<br>斬斷了迫近悲劇的王女的邪惡的刀刃<br>帶來了光明，救世的存在。"""
pr_052010_0070#0,"""那壓倒性的力量將會改變此處甚至是這個世界的歷史。"""
pr_052010_0080#0,"""我們的目的是阻止敵人的進攻<br>同時擊破魔神結界和魔神城"""
pr_052010_0100#0,"""然後，那邊是敵人的陣地，最裏面的有巨大的魔神城。"""
pr_052010_0105#0,"""比魔神城更甚，在其周圍全範圍產生的魔物，爲了對抗他們，士兵忙得不可開交。即使這樣，也總會被突破。"""
pr_052010_0110#0,"""魔神城是產生敵方勢力的母體。不想辦法擊破的話，是無法取得勝利的。"""
pr_052010_0120#0,"""打倒地陣最深處的魔神城……麼。"""
pr_052010_0130#0,"""但是，那個魔神城周圍覆蓋着魔神結界。要破壞那個，時間來得及麼？"""
pr_052010_0140#0,"""……有着爲此而生的兵器。"""
pr_052010_0150#0,"""那就是，這個破界塔。"""
pr_052010_0160#0,"""擁有破界塔的力量的話，就可以很輕鬆地破壞魔神城的魔神結界。"""
pr_052010_0170#0,"""然而，憑我的力量無法操控這個兵器。"""
pr_052010_0180#0,"""……但是，之前對您的力量起了反應。召喚成功，現在是可以啓動的狀態了。"""
pr_052010_0185#0,"""現在的破界塔的話……可以發射！<br>可破壞魔神結界的唯一的破界鎚！"""
pr_052010_0190#0,"""敵人開始出動了，沒有長篇大論的時間了。"""
pr_052010_0200#0,"""總而言之，使用破界塔破壞障壁，之後破壞掉魔神城就好了吧。"""
pr_052010_0210#0,"""嗯，如你所說。"""
pr_052010_0215#0,"""可是，還有一點。就算破界塔破壞了敵方，也是我們這邊的敗北。"""
pr_052010_0220#0,"""……一開始就是正片啊，只能開打了。"""
pr_052010_0230#0,"""我也竭盡全力爲輔助您！<br>加油！"""
