st_041060_0001#0,"""A.D.2028/3/22/17:00"""
st_041060_0010#0,"""那、那個怪物呢……？"""
st_041060_0020#0,"""……這樣啊，太好了。<br>看來已經沒事了。"""
st_041060_0030#0,"""雖然我現在都摸不著頭腦了……<br>……但看來是你救了我們呀。<br>謝謝……你……"""
st_041060_0040#0,"""兩人的生命體徵都很穩定。<br>可以不用擔心哦。"""
st_041060_0050#0,"""比起這個，我更在意<br>剛才那個令人費解的怪物呢。<br>那傢伙跟黑暗種又不一樣，它到底是……"""
st_041060_0060#0,"""本以為這會是個正適合做復健的簡單委託<br>可沒想到突然間就被傳送到了未知的坐標，甚至還戰鬥了一場……<br>看來這會變成個超乎想象的大事件啊。"""
st_041060_0070#0,"""我們也得討論一下今後的事情<br>能請您先返回一下嗎？"""
st_041060_0080#0,"""嗚……嗚嗚……"""
st_041060_0090#0,"""……哈、哈哈哈。<br>啊哈哈哈哈哈哈！"""
st_041060_0100#0,"""什麼嘛什麼嘛－－！<br>果然怪物什麼的全都是場夢呀！<br>太好了太好了太好了－－！哈啊！"""
st_041060_0110#0,"""哈哈……啊哈哈，啊哈哈哈哈哈……<br>…………哈啊。"""
st_041060_0120#0,"""……果然啊。<br>這並不是夢。"""
