st_051040_0001#0,"""A.P.241/9/23/11:00"""
st_051040_0010#0,"""……好！這樣就可以出發了！<br><%me>！<br>瑪托依！　還有一點！"""
st_051040_0020#0,"""這樣插進去……<br>就能救出那個人！"""
st_051040_0030#0,"""不要！"""
st_051040_0040#0,"""該死……！"""
st_051040_0050#0,"""如果這樣呢？"""
st_051040_0060#0,"""啊啊啊啊！"""
st_051040_0070#0,"""姨媽大！"""
st_051040_0080#0,"""感覺到了……【假面】的反応！<br><%me>、瑪托依！<br>接下來交給你們了！"""
st_051040_0090#0,"""嗯，現在的我們……！"""
st_051040_0100#0,"""１．……伸手！"""
st_051040_0110#0,"""２．……救她！"""
st_051040_0120#0,"""這，這是什麼……？<br>形状歪曲了……"""
st_051040_0130#0,"""時空干渉……！？<br>會傳送到哪！？<br>到底哪裡是目標……！"""
st_051040_0140#0,"""<%me>！"""
st_051040_0150#0,"""反応……消失！<br>痕跡，痕跡痕跡……！<br>……啊……不要……！"""
st_051040_0160#0,"""冷靜下，雪拉。<br>沒有痕跡，周圍的反応也全部消失。<br>……完全地失聯了。"""
st_051040_0170#0,"""……怎麼會這樣！"""
st_051040_0180#0,"""<%me><br>……<%me>！！"""
