st_045090_0001#0,"""A.D.2028/4/17/15:40"""
st_045090_0010#0,"""……地球先導那邊<br>也聯繫不上ARKS了。"""
st_045090_0020#0,"""就連ARKS戰艦跑去哪兒了都不知道……<br>到底要怎麼回那邊去啊……可惡！"""
st_045090_0030#0,"""怎、怎麼回事！？<br>喂，火継，你這是怎麼了啊！"""
st_045090_0040#0,"""這難道……是以太失控了麼……！？<br>這都什麼情況……！"""
st_045090_0045#0,"""什麼！？<br><%me>！火継！"""
st_045090_0050#0,"""我已經受夠了……<br>……我已經，不想再孤單下去了。<br>我什麼也不想再失去了……嗚嗚。"""
st_045090_0060#0,"""……不要哭了，姐姐。<br>有我……在你身邊哦。"""
st_045090_0070#0,"""阿有……？"""
st_045090_0080#0,"""不止是我……<br>就連炎雅哥哥……<br>還有<%me>，也都在身邊。"""
st_045090_0090#0,"""……姐姐。<br>你能感覺到我們的，是不是？"""
st_045090_0100#0,"""……好溫暖。<br>這是，阿有、哥……<br>……還有<%me>？"""
st_045090_0110#0,"""……姐姐你才不是孤單一人呢。<br>姐姐你什麼也沒做錯。"""
st_045090_0120#0,"""可我這人<br>既沒有目的，又沒有任何想做的事情……！<br>而且，我還敗給了冰莉…………"""
st_045090_0130#0,"""我已經……我已經<br>不願再承受恐懼了……！也不願忍受痛楚了！<br>痛苦也好，艱辛也罷……我全都受夠了！"""
st_045090_0140#0,"""那就讓我來承受<br>姐姐你所有不願承受的事情吧。"""
st_045090_0150#0,"""……欸？"""
st_045090_0160#0,"""不管是恐懼、痛楚、痛苦，還是艱辛……<br>……就連孤單，我也都會幫你承受。"""
st_045090_0170#0,"""……所以你就不要哭啦，姐姐。<br>我不想看到姐姐哭的樣子。"""
st_045090_0180#0,"""就像你救了我的那時一樣……<br>就如你指引了我的那時一般……<br>睜開眼來，勇往直前地……露出笑臉吧。"""
st_045090_0190#0,"""……阿有？<br>等等，阿有……你要去哪？"""
st_045090_0200#0,"""姐姐，我永遠都會和在你在一起哦。"""
st_045090_0210#0,"""……阿有！"""
