st_062040_0001#0,"""A.P.242/2/26/10:00"""
st_062040_0010#0,"""好痛……"""
st_062040_0020#0,"""……莎拉、不用勉強<br>可以在船上等我嗎？"""
st_062040_0030#0,"""作爲夏歐的縁者<br>我不去的話、就沒有意義了。"""
st_062040_0040#0,"""用瑪托依的話來說<br>這是不可能的<br>是這種感覺嗎？"""
st_062040_0050#0,"""真是的。"""
st_062040_0060#0,"""……我一直在等你。"""
st_062040_0070#0,"""誒、庫娜醬？<br>爲什麼會在這裏？"""
st_062040_0080#0,"""龍族的各位……<br>怎麼說呢、因爲無所顧慮的人很多。"""
st_062040_0090#0,"""什麼叫無所顧慮……？"""
st_062040_0100#0,"""〔好久不見！〕<br>〔<%me>！〕"""
st_062040_0110#0,"""不需要警戒。<br>因爲這是一種問候。<br>無所顧慮指的是這樣。"""
st_062040_0120#0,"""我和龍族也有不少的緣分<br>如果可以的話我想作爲嚮導跟着去。"""
st_062040_0130#0,"""而且、現在也不知道<br>敵人會從哪裏來。<br>戰力應該是越多越好。"""
st_062040_0140#0,"""還是老樣子啊、雷拉。<br>你知道我們會來嗎？"""
st_062040_0150#0,"""〔卡蜜大人〕〔說〕<br>〔大家〕〔一起來〕"""
st_062040_0160#0,"""〔龍之巫〕〔來迎接〕<br>〔ARKS〕〔所有人〕"""
st_062040_0170#0,"""〔卡蜜大人〕〔見面〕<br>〔跟著〕〔我〕"""
