st_044090_0001#0,"""A.D.2028/4/15/12:00"""
st_044090_0010#0,"""你果然……是冰莉！"""
st_044090_0020#0,"""太好了……<br>冰莉，原來你沒事。"""
st_044090_0030#0,"""還好你沒出什麼事。<br>撒謊幫我瞞過學校那邊的<br>也是冰莉你對不對？多謝啦。"""
st_044090_0040#0,"""不過，冰莉你怎麼會在這種地方啊？<br>為什麼會和那群傢伙在一起？"""
st_044090_0050#0,"""……這樣。"""
st_044090_0060#0,"""……算啦，這種小細節我就不去在意啦。<br>我之前還挺放心不下你來著<br>不過既然你沒事，那就太好啦。"""
st_044090_0070#0,"""別這樣！<br>別說這種像是火継會說的話！"""
st_044090_0080#0,"""冰莉……？"""
st_044090_0090#0,"""火継，你要等著我哦。<br>我馬上就會把你變回原樣的。<br>我馬上就會解放你的。"""
st_044090_0100#0,"""火継你只是被操縱了而已<br>所以我……必須得來救你才行。<br>聖母她也是這麼說的……"""
st_044090_0110#0,"""冰莉，你都在胡說些什麼呢……<br>我沒有被操縱啊……！"""
st_044090_0120#0,"""沒事的啦火継。<br>我僅僅只是想救你而已。<br>所以你不用太在意啦。"""
st_044090_0130#0,"""畢竟，當初就是火継你保護了我呀。<br>是你陪在了孤身一人的我身邊<br>……將我從深淵之中拯救了出來！"""
st_044090_0140#0,"""冰莉你，也喚出了具現武裝……？<br>不過……那把可怕的劍是什麼啊……！"""
st_044090_0150#0,"""它是格拉墨呀，你不知道嗎？火継你明明<br>之前也對北歐神話很感興趣的<br>可你居然不認得它……看來你果然是被操縱了。"""
st_044090_0160#0,"""我擁有這份力量，可是為了拯救火継你呀。<br>也正是為了拯救你，我才會獲得它哦。"""
st_044090_0170#0,"""過去，火継一直都在保護我。<br>也一直都在拯救我。"""
st_044090_0180#0,"""所以……這次就該輪到我<br>來保護你、來拯救你了！"""
st_044090_0190#0,"""火継，你只是被騙了而已……<br>只是被操縱了而已……<br>所以這一次，我會將你解救出來的！"""
