st_061070_0001#0,"""A.P.242/2/17/10:00"""
st_061070_0010#0,"""歡迎回來、兩位。<br>在莎拉的介紹下、和Ａ．Ｉ．Ｓ的<br>専属研究員見了面。"""
st_061070_0020#0,"""嗯。<br>叫路德米拉的孩子。"""
st_061070_0030#0,"""是個、非常投入的孩子"""
st_061070_0040#0,"""非常、值得信賴的孩子"""
st_061070_0050#0,"""哈哈哈……<br>我不覺得她是個壞孩子。"""
st_061070_0060#0,"""哈哈哈……<br>因為感覺自己喜歡的事情是一條直線的<br>要說靠得住的話、是靠得住吧。"""
st_061070_0070#0,"""在ARKS優秀的人才<br>都是有一兩個癖好的人。<br>就像你們一樣。"""
st_061070_0080#0,"""但是、立刻提出可以進行宙間戰鬥<br>的改良方案的是她。<br>而且很快就實現了。"""
st_061070_0090#0,"""連運算都無法估量的天才<br>一般都是在意外中出現的<br>……真的很有趣呢。"""
st_061070_0100#0,"""夏歐他們在做什麼？"""
st_061070_0110#0,"""還有什麼需要準備的？"""
st_061070_0120#0,"""我們需要掌握示巴等人的行蹤<br>并準備下一步對策。"""
st_061070_0130#0,"""……是啊。<br>是無論發生什麼都不慌張<br>的心理準備。"""
st_061070_0140#0,"""至今爲止作為黑暗種的對手<br>在情報方面<br>ARKS處於優勢地位。"""
st_061070_0150#0,"""感知黑暗種在哪裏<br>掌握黑暗法爾斯發生的預兆<br>做好了預先的準備。"""
st_061070_0160#0,"""但是這次的對手和以前不一樣。<br>對方在信息上比我們有<br>優勢。"""
st_061070_0170#0,"""所以、無論發生什麼事都要做好<br>心理準備……"""
st_061070_0180#0,"""夏歐？"""
st_061070_0190#0,"""……可惡。<br>差距竟然如此之大。"""
st_061070_0200#0,"""夏歐君！？"""
st_061070_0210#0,"""啊、緊急警報發佈！<br>次元歪曲反應！　敵人出現了！"""
st_061070_0220#0,"""出現場所是……母艦内部！<br>在母艦內部，感知到了敵人反應！"""
st_061070_0230#0,"""沒有必要演算了。<br>如果連頭腦都崩潰的話、就完了。"""
skit01#0,"""How Do We Resist The Demise"""
skit02#0,"""抵抗終結的方法"""
