name01#0,"""？？？"""
name02#0,"""？？？"""
st_020290_0001#0,"""A.P.238/6/13/12:00"""
st_020290_0010#0,"""あいつは……っ！"""
st_020290_0015#0,"""アークスどもの破損した船を<br>回収し、遊び場と変える、か……<br>相変わらず悪趣味だな、奴は。"""
st_020290_0020#0,"""余興程度にはなるかと思ったが……<br>やはり、この仕組みは<br>気に喰わん……滾るものがない。"""
st_020290_0030#0,"""義理は立てるが、義務はない。<br>もはや、これまでだな。"""
st_020290_0040#0,"""……む、貴様は。<br>このような場所で遭遇とは<br>くふふっ、随分と縁があるようだ。"""
st_020290_0050#0,"""貴方が……<br>ダークファルス【巨躯】。<br>ゲッテムハルト様を、奪ったもの……"""
st_020290_0060#0,"""……返せ。"""
st_020290_0070#0,"""何？"""
st_020290_0080#0,"""ゲッテムハルト様を……<br>返せぇッ！！"""
