name01#0,"""？？？"""
name02#0,"""？？？"""
st_020790_0001#0,"""A.P.238/7/7/15:10"""
st_020790_0010#0,"""Gugu... Fufufu... Hahaha! AHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA!!"""
st_020790_0020#0,"""Howdareyou howdareyou howdareyou howdareyou howdareyou! Me! Me! You outwitted me, huh?!"""
st_020790_0030#0,"""My omniscience... my Xion... from my hand, it slipped from my hand... ooh, oooh..!"""
st_020790_0040#0,"""...I can't forgive, I can't forgive this. I can't I can't I can't I can't! You bastard, just youuu!!"""
st_020790_0050#0,"""A reaction in the Mothership...?! It's huge... it's not just some Darker! <%me>!"""
st_020790_0060#0,"""Luther is mutating...?"""
st_020790_0070#0,"""...<%me>! You bastard! Just you, I'll! with these hands I'll!"""
st_020790_0080#0,"""<%me>!"""
st_020790_0090#0,"""Fuha, fuhahahahafuha! Die die die die kill kill I'll kill yooooou!"""
st_020790_0100#0,"""Ha, ha... haa! I finally... caught up...!"""
st_020790_0110#0,"""<%me>! Lady, you okay?!"""
st_020790_0120#0,"""...Whoa, what the heck is he? I said I'd go ahead, but I didn't hear anything about this!"""
st_020790_0130#0,"""You, you, you bastard! Me! To defy me! This vanquished one! This Luther! This Loser!"""
st_020790_0140#0,"""That solution is unnecessary! The answer is what I desire! Those that won't follow me, DIE!"""
