un_057080_0001#0,"""A.P.241/11/16"""
un_057080_0010#0,"""아, 선배."""
un_057080_0020#0,"""……저기, 선배도 들었지.<br>제노 씨와 에코 씨의 결혼 이야기."""
un_057080_0030#0,"""선배도 저런<br>상대가 있었으면 좋겠다고 생각해?"""
un_057080_0040#0,"""아니, 마토이 씨와 선배가<br>그런 사이라는 건 알지만<br>……그냥 일반적으로 어떤가 해서."""
un_057080_0050#0,"""이런 걸 물으면 마토이 씨한테<br>혼날지도 모르지만……<br>그냥 일반적인 이야기로."""
un_057080_0060#0,"""물론이지"""
un_057080_0070#0,"""이오는 어때?"""
un_057080_0080#0,"""역시 그렇구나.<br>선배도 그런 생각을 하는구나."""
un_057080_0090#0,"""나는……<br>나는 어떨까."""
un_057080_0100#0,"""……이야기를 들었을 때 갑자기<br>제노 씨와 에코 씨가 멀리<br>가 버린 것처럼 느껴졌어."""
un_057080_0110#0,"""누군가와 함께한다는 건<br>아주 먼 이야기라고 생각했는데……<br>가까운 사람들이 그렇게 되니까."""
un_057080_0120#0,"""왠지 정말……<br>……아, 이제 알겠어."""
un_057080_0130#0,"""……나, 혼란스러운 거야."""
un_057080_0140#0,"""……나도 그런 걸 생각해.<br>누군가와 함께할 수 있다면 하고<br>어릴 때는 자주 생각했어."""
un_057080_0150#0,"""그런데 난 무뚝뚝하잖아.<br>그런 만남도 전혀 없었고<br>도무지 상상이 안 돼서."""
un_057080_0160#0,"""아크스라는 걸 핑계로<br>계속 싸우며 살 거라고……<br>그렇게 생각했으니까……"""
un_057080_0170#0,"""축하한다는 생각보다 먼저<br>부럽다고 생각해 버렸어.<br>……나, 최악이지."""
un_057080_0180#0,"""그렇지 않아"""
un_057080_0190#0,"""사실 부럽긴 해"""
un_057080_0200#0,"""여, 역시 그렇게 생각해?<br>……나만 그런 게 아니었구나.<br>조금 안심했어."""
un_057080_0210#0,"""아, 물론 두 분을 축하하고 있어.<br>경사스러운 일이고, 제노 씨와<br>에코 씨에게 신세도 졌으니까."""
un_057080_0220#0,"""게다가…… 부럽다고 생각한다면<br>그 두 분 못지않은 상대를<br>찾으면 되는 거잖아."""
un_057080_0230#0,"""……그 상대는 경쟁자가<br>아주 많을 것 같아서 힘들겠지만."""
name01#0,"""？？？"""
name02#0,"""？？？"""
