un_057040_0001#0,"""A.P.241/11/10"""
un_057040_0010#0,"""오, <%me> 쪽은<br>여전히 바빠 보이네."""
un_057040_0020#0,"""그보다 제노가 늘<br>한가한 것뿐 아니야?<br>교도는 어쩌고, 교도는."""
un_057040_0030#0,"""어쩔 수 없잖아.<br>레기아스 영감과 누님이<br>너무 열심이라 할 일이 없다고."""
un_057040_0040#0,"""아, 마리아 씨는 여전히<br>총무부보다 교도부에 붙어 계신가요.<br>사라 씨가 화났겠네요."""
un_057040_0050#0,"""오, 시에라.<br>함교 밖에 나와도 괜찮아?"""
un_057040_0060#0,"""네! 이번에는 여러 일이 겹친 덕분에<br>외출 허가를 받았답니다!"""
un_057040_0070#0,"""그러고 보니 사령관 회의 때도<br>시에라는 통신으로 참여했지."""
un_057040_0080#0,"""난 사령관 회의에<br>에코가 왜 같이 있나 하는 게<br>늘 궁금했지만."""
un_057040_0090#0,"""제노가 기록 같은 걸 안 남기잖아.<br>나는 선의로 돕는 비서야, 비서."""
un_057040_0100#0,"""으음, 역시 이렇게 직접 만나니<br>여러 가지 느껴지는 게 있네요."""
un_057040_0110#0,"""예를 들면?"""
un_057040_0120#0,"""제노 씨와 에코 씨.<br>왜 두 분은 결혼하지 않으셨나요?"""
un_057040_0130#0,"""푸흡!"""
un_057040_0140#0,"""잘 말했어"""
un_057040_0150#0,"""아크스 7대 불가사의 중 하나야"""
un_057040_0160#0,"""역시 모두<br>같은 생각을 하셨군요.<br>직접 만나니 더 확실히 느껴져요."""
un_057040_0170#0,"""아니, 결혼이라니, 있잖아!<br>시에라, 그런 건<br>제대로 순서를 밟고……"""
un_057040_0180#0,"""두 분은 이미 제대로<br>순서를 밟으신 것 같은데요."""
un_057040_0190#0,"""그래도, 그래도 있잖아! 이런 건<br>때라든가 결심이라든가<br>그런 게 필요해서, 말이지!"""
un_057040_0200#0,"""그럼 할까, 결혼."""
un_057040_0210#0,"""뭐어!?"""
un_057040_0220#0,"""뭐야, 에코. 싫어?"""
un_057040_0230#0,"""아니, 아니아니아니!<br>그렇지는…… 않지만!"""
un_057040_0240#0,"""제노는…… 괜찮아?<br>나랑…… 결혼하는 거……"""
un_057040_0250#0,"""왜 거기서 자신감을 잃어.<br>에코 말고 누가 있겠어."""
un_057040_0260#0,"""에코야말로 괜찮겠어?<br>그렇게 되면 지금보다 더<br>거리낌 없이 휘두를 텐데?"""
un_057040_0270#0,"""……그건 새삼스러울 것도 없지."""
un_057040_0280#0,"""그래, 새삼스럽지."""
un_057040_0290#0,"""그, 그럼!<br>신고하러 가자, 제노!<br>마음 바뀌기 전에!"""
un_057040_0300#0,"""그렇게 쉽게 바뀌겠냐.<br>그럼 다음에 보자, 둘 다.<br>그리고 고맙다, 시에라."""
un_057040_0310#0,"""……저기, <%me> 씨.<br>저, 엄청난 일을<br>저질러 버린 것 아닐까요!"""
un_057040_0320#0,"""시에라는 대단해"""
un_057040_0330#0,"""경사스러운 일이야"""
un_057040_0340#0,"""그래도 저 모습을 보고 있자니<br>말하지 않고는 못 배기겠어서……!"""
un_057040_0350#0,"""그건 그럴지도 모르지만……<br>설마 이렇게까지 순식간에<br>진행될 줄은 몰라서……"""
un_057040_0360#0,"""와와…… 왠지 제가<br>부끄러워졌어요.<br>엄청난 걸 봐 버렸, 봐 버렸습니다!"""
name01#0,"""？？？"""
name02#0,"""？？？"""
