un_057070_0001#0,"""A.P.241/11/15"""
un_057070_0010#0,"""하아…… 결혼이라……<br>좋네요, 저도 꿈꾸게 돼요……"""
un_057070_0020#0,"""……앗!<br><%me> 씨!<br>안녕하세요!"""
un_057070_0030#0,"""멍하니 있어서 죄송합니다!<br>잠깐 상상에 빠져 있었어요!"""
un_057070_0040#0,"""<%me> 씨도<br>들으셨죠.<br>제노 씨와 에코 씨의 결혼 이야기!"""
un_057070_0050#0,"""두 분의 소문은 줄곧 들었지만<br>막상 이런 이야기를 들으니<br>우와아 하는 기분이에요!"""
un_057070_0060#0,"""스트라토스도 관심 있어?"""
un_057070_0070#0,"""기쁜 소식이니까"""
un_057070_0080#0,"""어…… 저기……<br>뭐, 저도 여자니까요……"""
un_057070_0090#0,"""아니, 무슨 말을 시키시는 거예요!<br>제 이야기는 됐습니다!<br>두 분을 마음껏 축하하자고요!"""
un_057070_0100#0,"""네! 이런 기쁜 소식은<br>누구든 저절로 웃게 해요!<br>정말 대단한 것 같아요!"""
un_057070_0110#0,"""언젠가는 저도…… 하고<br>생각하기도 하지만!<br>그건 아직 먼 이야기입니다!"""
un_057070_0120#0,"""저는 노력하고 또 노력해서<br>모두에게 인정받을 만큼 힘낸 뒤에<br>언젠가 그 사람에게……"""
un_057070_0130#0,"""……아, 와와왓!<br>죄송합니다! 또 쓸데없는 말을<br>입 밖에 내 버렸어요!"""
un_057070_0140#0,"""이, 잊어 주세요! 방금 말은!<br>저는 히어로를 위해 힘쓰겠습니다!<br>힘쓸 겁니다! 네! 네!!"""
name01#0,"""？？？"""
name02#0,"""？？？"""
