un_025090_0001#0,"""A.P.228/7/11"""
un_025090_0010#0,"""…이만한 수를 혼자 상대하려니<br>조금 성가시네."""
un_025090_0020#0,"""…정말이지<br>난데없는 훈련이 되어 버렸네."""
un_025090_0030#0,"""어…!?<br>너… 저번에 그!"""
un_025090_0040#0,"""아아, 살았다 살았어.<br>연전 연전에다 포위까지 당해서<br>솔직히 간담이 서늘했거든."""
un_025090_0050#0,"""아, 미안.<br>자기소개가 아직이었지."""
un_025090_0055#0,"""나는 제노라고 해.<br>너는?"""
un_025090_0060#0,"""무턱대고 미래의 정보를<br>과거에 흘리고 오면 안 돼.<br>…적당히 얼버무려."""
un_025090_0070#0,"""극비 임무 중이라 비밀"""
un_025090_0080#0,"""마음대로 불러도 돼"""
un_025090_0090#0,"""…극비 임무 중인가.<br>그럼 이름도 말할 수 없겠지."""
un_025090_0100#0,"""그럼 뭐라고 부를지<br>내가 정해도 될까?"""
un_025090_0110#0,"""이름을 숨기는 건가?<br>극비 임무 중이라든가?<br>음, 그럼 뭐라고 부를까."""
un_025090_0120#0,"""강한 아크스님… 너무 길어.<br>선생님… 아닌가.<br>더 딱 맞는 무언가…"""
un_025090_0130#0,"""…좋아! 스승님이다!<br>너, 엄청나게 강하니까<br>나는 너를 스승님이라고 부를게!"""
un_025090_0140#0,"""도와줘서 고마워, 스승님."""
un_025090_0150#0,"""헤헷, 스승님이라고 부르니까<br>왠지 이것저것<br>묻기 쉬워지는 것 같네!"""
un_025090_0160#0,"""바로 묻겠는데, 스승님.<br>조금 물어보고 싶은 게…"""
un_025090_0170#0,"""아니, 에코한테서 온 통신이잖아!<br>내버려 두면 시끄럽고…<br>…아아, 어쩔 수 없지!"""
un_025090_0180#0,"""스승님, 다음에 만났을 때는<br>강해지는 비결 같은 거<br>잔뜩 들려줘!"""
un_025090_0201#0,"""？？？"""
