Begin#0,"""開始5008"""
Success#0,"""成功5008"""
Failure#0,"""失敗5008"""
Dead#0,"""自分死亡5008"""
BuddyDead#0,"""相手死亡5008"""
Evolution#0,"""発展5008"""
Begin#1,"""/mn2 /ci4 4 아, 선생님！ 잘됐어요！<br>도와주세요！ 에너미도 문제지만<br>휴이 씨가 멈추질 않아요！"""
Success#1,"""/mn15 /ci2 1 t5 앗, 네, 네！<br>……왜 저는 휴이 씨와<br>함께 찾고 있는 걸까요."""
Failure#1,"""/mn4 저는 더는 무리입니다……<br>……죄송해요, 선생님.<br>먼저 물러나겠습니다."""
Dead#1,"""/mn1 케이크 가게를 찾으러 왔을 뿐인데 왜 이런 일이？<br>분해요……！"""
BuddyDead#1,"""/mn23 /ci5 2 휴, 휴이 씨！<br>이럴 때 당한 척하시는 겁니까！？<br>저, 저희가 힘내는 수밖에요！"""
Begin#2,"""/mn1 /ci1 2 아, 선생님！ 도와주세요！<br>에너미도, 휴이 씨도<br>멈추질 않아요……！"""
Success#2,"""/ci4 2 앗, 네, 네！<br>……왜 저는 휴이 씨에게<br>휘말리고 있는 걸까요？"""
Failure#2,"""/mn23 /ci4 3 저는 더는 무리입니다……<br>……죄송해요, 선생님.<br>먼저 물러나겠습니다！"""
Dead#2,"""/mn5 저는 이제 한계입니다……！<br>분해요……！"""
BuddyDead#2,"""/mn2 휴, 휴이 씨！<br>이럴 때 당한 척하시는 겁니까！？<br>저, 저희가 힘내는 수밖에요！"""
Begin#3,"""/ci2 1 넵！<br>찾았습니다, 선생님！<br>저도 함께 싸우겠습니다！"""
Success#3,"""/ci2 2 역시 선생님이세요！<br>여전히 눈을 뗄 수 없는 전투였습니다！<br>저도 여기서 힘내겠습니다！"""
Failure#3,"""/mn4 여기서<br>선생님을 돕고 싶었는데……<br>죄송합니다, 선생님……"""
Dead#3,"""선생님, 죄송합니다……<br>반드시 시바를 이겨 주세요……"""
BuddyDead#3,"""/ci1 4 롯티 몫까지<br>제가 싸우겠습니다！<br>넵！"""
