st_062060_0001#0,"""A.P.242/2/26/15:00"""
st_062060_0010#0,"""Parece que los Dragonkin son lo único que nos sigue. ¿Eso significa que el resto de nuestras naves pudieron atraerlos?..."""
st_062060_0020#0,"""[Te preocupas mucho] [por un oráculo.] <br> [Aunque] [hay peligro aquí,] <br> [también lo es] [un lugar sagrado.]"""
st_062060_0030#0,"""[No solo] [cualquiera] <br> [puede entrar aquí.]"""
st_062060_0040#0,"""Rela, vuelve!"""
st_062060_0050#0,"""¿Armas Photoner? ¡Pensé que Claris Claes mantenía ocupada su flota...!"""
st_062060_0060#0,"""[Han entrado] [de alguna manera!]<br>[Sin ningun] [rastro de] [su camino!]"""
st_062060_0070#0,"""¡Deben haber seguido las coordenadas de <%me> o Matoi y haberse teletransportado directamente aquí...!"""
st_062060_0080#0,"""...Bastante obvio si lo piensas. Es como todos los Darkers que hemos enfrentado hasta ahora."""
st_062060_0090#0,"""Tienen una gran ventaja de información... No me sorprende que puedan aparecer de la nada."""
st_062060_0100#0,"""Tenemos que atravesarlos."""
st_062060_0110#0,"""Encontremos otra ruta."""
st_062060_0120#0,"""Estaremos rodeados, tenemos que ignorarlos... Esa es nuestra única opción."""
st_062060_0130#0,"""No tenemos tiempo para eso. Y si estamos rodeados... no tendremos ninguna oportunidad."""
st_062060_0140#0,"""...Tendremos que luchar para abrirnos camino."""
