st_062090_0001#0,"""A.P.242/2/26/16:20"""
st_062090_0010#0,"""¡Que es!..."""
st_062090_0020#0,"""¡Lo hiciste, Sara!"""
st_062090_0030#0,"""Recoger lecturas de transferencia dimensional. Claris Claes, sácalos."""
st_062090_0040#0,"""¡Entendido!"""
st_062090_0050#0,"""¿Pueden rastrear con precisión nuestras ubicaciones...? Pero eso no debería ser posible..."""
st_062090_0060#0,"""Eso es justo lo que sucede cuando dos clones de Xion combinan fuerzas. Gracias por la adaptación en tiempo real, Kamits."""
st_062090_0070#0,"""〔No necesitas agradecerme.〕<br>〔Esto es para el futuro después de todo.〕"""
st_062090_0080#0,"""シャオくん！"""
st_062090_0090#0,"""Te mantuve esperando, eh. Lo has hecho bien."""
st_062090_0100#0,"""サラ！？"""
st_062090_0110#0,"""No te preocupes Ella solo está dormida."""
st_062090_0120#0,"""Gracias a su arduo trabajo, puedo estar aquí como estoy ahora."""
st_062090_0130#0,"""No recompensar todo ese trabajo duro... Sería grosero."""
st_062090_0140#0,"""¡¿Él desapareció?!"""
st_062090_0150#0,"""...Sus lecturas se han ido. Parece haberse retirado."""
st_062090_0160#0,"""Xiao... Has vuelto."""
st_062090_0170#0,"""Acabo de despertar, como alguien lo dijo. Bueno, llegué aquí a tiempo por eso. Deberías agradecer a Sara."""
st_062090_0180#0,"""Escuchamos una explosión masiva no hace mucho tiempo. ¿El recipiente todavía está intacto?"""
st_062090_0190#0,"""El núcleo central de Kashina fue destruido. Pero la forma que toma una nave no es lo que le importa a los Dragones. ¿Verdad?"""
st_062090_0200#0,"""〔Correcto,〕 〔lo que importa es el alma.〕<br>〔Los recipientes adecuados〕 〔existen a nuestro alrededor.〕"""
st_062090_0210#0,"""〔Xiao〕 〔reunió los cristales rotos〕<br>〔para crear un cuerpo.〕"""
st_062090_0220#0,"""Bueno, para decirlo simplemente, estas partículas flotantes aquí soy yo. Creé un cuerpo reuniéndolos."""
st_062090_0230#0,"""Y debido a que usé los Cristales del Dragón, conectarme con Kamits fue una navegación suave. Ahora hemos cerrado la brecha en nuestras capacidades de cálculo de información."""
st_062090_0240#0,"""Lo que significa que nuestro próximo curso de acción debería ser obvio."""
st_062090_0250#0,"""Comenzamos nuestro contraataque"""
