st_062050_0001#0,"""A.P.242/2/26/14:00"""
st_062050_0010#0,"""¿Esta es la parte más profunda de Amduscia...?"""
st_062050_0020#0,"""[Sí.] [Es un dominio sagrado,]<br>[la Tumba del Dragón Infernal.]<br>[Esto también es] [mi primera vez aquí]"""
st_062050_0030#0,"""Pero este estado está en... Parece haber sido corrompido."""
st_062050_0040#0,"""[Lord Kamits] [está diciendo]<br>[tienes razón.]"""
st_062050_0050#0,"""[Es lo mismo] [como las tierras]<br>[transformado por] [Profound Darkness]"""
st_062050_0060#0,"""...Me pregunto si este es el mismo lugar donde Aika y yo estábamos."""
st_062050_0070#0,"""No, esto es diferente. Se siente como si siempre hubiera sido así... ¿Rela?"""
st_062050_0080#0,"""[Es como] [Quna dice.]<br>[El camino] [a Kashina]<br>[siempre] [ha sido así.]"""
st_062050_0090#0,"""[Cuando lo que llamas] [áreas corruptas]<br>[apareció por primera vez,] [se pensaba que]<br>[Kashina había] [despertado]."""
st_062050_0100#0,"""[Que esto] [era lo que Kashina]<br>[deseado,] [para los Dragones,]<br>[para Amduscia.]"""
st_062050_0110#0,"""[Aquellos que] [permanecieron aquí]<br>[se han vuelto locos] [por la influencia de Kashina,]<br>[y atacan] [indiscriminadamente.]"""
st_062050_0120#0,"""[Por esa razón,] [nadie ha entrado,]<br>[nadie se ha acercado,]<br>[Kashina duerme aquí] [en soledad.]"""
st_062050_0130#0,"""Kashina está aquí... La clave para traer de vuelta a Xiao."""
st_062050_0140#0,"""Relajate"""
st_062050_0150#0,"""No te pongas nerviosa."""
st_062050_0160#0,"""Todos queremos traer de vuelta a Xiao."""
st_062050_0170#0,"""Pero, eso es exactamente por qué no podemos apresurarnos. Esta bien, Sara."""
st_062050_0180#0,"""<%me>……マトイ……"""
st_062050_0190#0,"""[Correcto.] [No te preocupes,] [oráculo de ARKS.]<br>[Porque yo] [estoy contigo.]"""
