st_062080_0001#0,"""A.P.242/2/26/16:10"""
st_062080_0010#0,"""¿Eso es todo? Seguramente el Guardián que mostró tan temible valentía en Omega debería ser capaz de más."""
st_062080_0020#0,"""... Así que realmente somos enemigos."""
st_062080_0030#0,"""¿Por qué hiciste lo que hiciste en Omega?"""
st_062080_0040#0,"""A que te refieres ¿No he declarado que todo esto fue para mi Lady?"""
st_062080_0050#0,"""Ya te lo he dicho. Todo es por el bien de mi Lady."""
st_062080_0060#0,"""Todo lo que he hecho, ha sido con el único propósito de devolver mi Lady a este mundo."""
st_062080_0070#0,"""Esconderme en Omega, interpretar el papel de caballero obediente, luchar junto a ti, salvar el mundo... Dar la bienvenida a mi Lady."""
st_062080_0080#0,"""...Y finalmente, cumpliendo su deseo de destruir este mundo."""
st_062080_0090#0,"""Ese es su propósito... Ese es el propósito de Varuna, Dios de la Fidelidad."""
st_062080_0100#0,"""Dios de la fidelidad..."""
st_062080_0110#0,"""Mitra y yo debemos nuestra existencia a nuestra Lady, y también estamos unidos a ella."""
st_062080_0120#0,"""Todo lo demás es innecesario. Todo dentro de este reino, es innecesario."""
st_062080_0130#0,"""¿Cuánto tiempo continuarás esta lucha sin sentido? No tiene sentido retrasar lo inevitable."""
st_062080_0140#0,"""¿Pero qué...!"""
st_062080_0150#0,"""Si deseas mantenerme aquí, entonces te entretendré todo el tiempo que quieras... Esa era siempre mi intención, después de todo."""
st_062080_0160#0,"""...No puede ser!"""
st_062080_0170#0,"""¡De prisa!"""
st_062080_0180#0,"""¿Crees que te dejaré ir?"""
st_062080_0190#0,"""...No interferirás!"""
st_062080_0200#0,"""¡Adelante!"""
