st_013600_0001#0,"""A.P.238/4/9/10:55"""
st_013600_0010#0,"""…잠깐."""
st_013600_0020#0,"""잠깐, 거기!"""
st_013600_0030#0,"""혼자서 뭐 하고 있는 거야.<br>전투기술 대회 규칙은 알고 있지?"""
st_013600_0040#0,"""파티로 참가하는 게 필수야.<br>혼자면 즉시 실격이라고."""
st_013600_0050#0,"""알겠으면<br>같이 나갈 상대를 찾아와."""
st_013600_0060#0,"""…설마<br>같이 나갈 상대가 없는 거야?"""
st_013600_0070#0,"""…미, 미안. 악의는 없었어!<br>너라면 서로 짝이 되겠다는 사람이 많을 줄<br>알았거든…!"""
st_013600_0080#0,"""정말, 어쩔 수 없네.<br>그럼 나랑 짜 주지.<br>마침 나도 혼자 심심했으니까."""
st_013600_0090#0,"""왜 내가 여기 있냐고?<br>그건 네가 알 바 아니잖아.<br>불만 있으면 난 돌아갈 텐데?"""
st_013600_0100#0,"""…자, 슬슬 시작할 모양이네."""
