un_013200_0001#0,"""A.P.238/4/8"""
un_013200_0010#0,"""아, 안녕."""
un_013200_0020#0,"""전에 말했던 그 전투기술 대회 말이야.<br>슬슬 열릴 모양이더라."""
un_013200_0030#0,"""넌 그거, 관심 있어?<br>참가할 생각이야?"""
un_013200_0040#0,"""…뭐, 어느 쪽이든 상관없지만.<br>나랑은 관계없으니까."""
un_013200_0050#0,"""아, 그래도 그거 혼자서는<br>참가할 수 없나 봐."""
un_013200_0060#0,"""누군가를 파트너로 불러서<br>참가해야 한다고<br>요강에 써 있었거든."""
un_013200_0070#0,"""…너 정도 실력이면<br>불러 주기만 하면 누구든<br>와 줄 거 아냐."""
un_013200_0080#0,"""뭐, 나랑은 상관없지만.<br>혼자선 참가 못한다면<br>어쩔 수 없잖아."""
un_013200_0090#0,"""…뭐, 뭐야 그 얼굴.<br>난 딱히 상관없다고<br>말했잖아."""
un_013200_0100#0,"""뭐, 네가 진짜 혼자 외롭게 있어서<br>쓸쓸해 보인다면, 도와줘도<br>상관없지만."""
