st_013650_0001#0,"""A.P.238/4/9/13:00"""
st_013650_0010#0,"""우, 우오오오옷!?<br>멋지다, 대단해, 제법인데!"""
st_013650_0020#0,"""이 나를 밀어붙이다니…<br>하하하! 훌륭한 힘이로다!<br>최우수 페어라는 것도 납득이 간다!"""
st_013650_0030#0,"""말은 잘하네…<br>둘이서 전력을 다해서 겨우인데<br>대체 얼마나 규격 외인 거야…"""
st_013650_0040#0,"""좋아, 여기까지다!<br>중요한 건 승패가 아니다!<br>너희의 기개는 충분히 전해졌다!"""
st_013650_0050#0,"""…도, 도대체 얼마나 규격 외인 거야.<br>우린 둘이 덤볐는데."""
st_013650_0060#0,"""뭐, 난 단련해 왔으니까 말이다!<br>하지만 너희 힘도 상당했어!"""
st_013650_0070#0,"""꾸준히 수련을 쌓아 가다 보면<br>머지않아 나조차 훌쩍<br>뛰어넘어 버리겠지!"""
st_013650_0080#0,"""엑시비션 매치는 여기까지!<br>최우수는, 이견의 여지 없이 너희다!"""
st_013650_0090#0,"""이 경험들이 너희의 한층 더한<br>정진으로 이어지길 기대하고 있겠다!<br>그럼, 이만!"""
st_013650_0100#0,"""자, 잠깐, 휴이!<br>…난, 어떻게 되는 거야?"""
st_013650_0110#0,"""응? 어떻게 되긴 뭘 어떻게 돼.<br>최우수상 축하한다는 말 말고<br>더 전할 게 있나?"""
st_013650_0120#0,"""아니, 그게 아니라…"""
st_013650_0130#0,"""후하하하하하!<br>자잘한 건 신경 쓰지 마라!"""
st_013650_0140#0,"""칼을 맞대 보고 알았다!<br>네 기개엔 사사로운 구석이 없어!<br>그러니 자잘한 건 아무래도 좋다!"""
st_013650_0150#0,"""정의의 마음만 잊지 않는다면<br>대개의 일은 어떻게든 되는 법이다!<br>그 정도로 무턱대고 돌진하는 게 딱 좋다!"""
st_013650_0160#0,"""듣고 싶은 건 그뿐인가?<br>그럼 간다!"""
st_013650_0170#0,"""…정말, 여러 의미로<br>규격 외인 존재네, 저 사람은.<br>나도 아직 멀었어."""
st_013650_0180#0,"""그럼, 난 이만 갈게.<br>같이해서 즐거웠어.<br>또 보자."""
