st_013080_0001#0,"""A.P.238/4/9/15:00"""
st_013080_0010#0,"""오, 돌아왔구나!<br>다시 한번 전기대회에 참가해 줘서<br>고맙다! 그 말을 전하고 싶었다!"""
st_013080_0020#0,"""네 덕분에 아주 크게 달아올랐다!<br>뭐니 뭐니 해도 넌 혜성처럼 나타난<br>아크스의 기대주니까! 눈에 띄잖아!"""
st_013080_0030#0,"""그런 너에게, 내 개인적인 흥미로<br>질문 하나만 하게 해다오!"""
st_013080_0040#0,"""넌 어째서 강해졌지?<br>아크스를 위해서인가? 정의를 위해서인가?<br>아니면 누군가를 위해서인가?"""
st_013080_0050#0,"""아크스를 위해"""
st_013080_0060#0,"""정의를 위해"""
st_013080_0070#0,"""누군가를 위해"""
st_013080_0080#0,"""그렇군, 그렇군!<br>그건 참 훌륭한 일이다.<br>아크스의 귀감이라고 할 만하군!"""
st_013080_0090#0,"""앞으로도 그 뜻을 잊지 말고<br>더욱 정진해 주었으면 한다!"""
st_013080_0100#0,"""올바른 힘은 올바른 정신에 깃드는 법!<br>언제나 스스로의 길을 잘못 보지 않도록 해라!"""
st_013080_0110#0,"""그렇군! 역시 그랬군!<br>그 강한 마음가짐은 대의에야말로<br>깃드는 것이라고 나는 생각하고 있었다!"""
st_013080_0120#0,"""정의란 끝까지 관철해야 하는 것이다!<br>설령 그 길 위에 괴로움과 고통밖에<br>없다고 하더라도!"""
st_013080_0130#0,"""그런 뜻을 지닌 이가 이렇게<br>가까이에 있어 주었다는 것이<br>나는 무척 기쁘다! 그럼!"""
st_013080_0140#0,"""과연! 그런 이유에서의 각오였나!<br>아니 뭐, 전투 중에 네 강한 각오가<br>팍팍 느껴졌거든!"""
st_013080_0150#0,"""무언가를 희생해서라도<br>지켜 내고 싶은 게 있다…<br>그런 종류의 각오로 보였다!"""
st_013080_0160#0,"""뭐, 내 짐작이 빗나갔을 수도 있다만<br>곧은 뜻 하나만 있다면<br>그걸로 충분하다!"""
st_013080_0170#0,"""부디 그 기개를 잊지 말고<br>스스로의 길을 정해 앞만 보고 달려가라!<br>그럼!"""
