st_013220_0001#0,"""A.P.238/4/9/11:30"""
st_013220_0010#0,"""…여긴<br>잠깐 쉬어 갈 수 있는 지점이네."""
st_013220_0020#0,"""…오랜만에 봤더니<br>제법 든든해져서<br>깜짝 놀랐어."""
st_013220_0030#0,"""…얼마 전까지만 해도 더 미덥지 못한<br>분위기였는데, 이제는 벌써<br>노련한 아크스 같아."""
st_013220_0040#0,"""…이 짧은 시간에 이 정도라니<br>대단하다고 생각해.<br>믿기지 않을 정도로."""
st_013220_0050#0,"""…너만큼 실력 있는 사람이<br>더 많이 나와 주면<br>좋을 텐데."""
st_013220_0070#0,"""핫핫핫하!<br>참가자 여러분, 안녕하신가!<br>재밌게 즐기고들 있나!"""
st_013220_0080#0,"""어이 휴이, 휴이!<br>이거 나도 참가하고 싶어!<br>참가할 수는 없는 건가!"""
st_013220_0090#0,"""넌 운영진이잖아…<br>에헴… 정신 차리고<br>중간 경과 보고다!"""
st_013220_0100#0,"""…현재 성적 우수자는<br>헌터 오자와<br>레인저 쟝 페어다!"""
st_013220_0110#0,"""누구야?"""
st_013220_0120#0,"""포스 마루와 짝을 이룬<br><%me>도<br>잘하고 있는 모양이다!"""
st_013220_0130#0,"""앗, 그 이름은<br>들어본 적 있으면서도…<br>들어본 적 없는듯한…"""
st_013220_0140#0,"""그렇다 해도 다들 거의 막상막하다!<br>접전 열전 대격전!<br>얼마든지 역전할 기회는 있다!"""
st_013220_0150#0,"""저기, 휴이.<br>적혀있는 대로 읽으면<br>어떡해. 즐거워?"""
st_013220_0160#0,"""자, 그런 뜻에서 후반전도<br>계속해서 제군의 활약을 기대하겠다!<br>이상!"""
st_013220_0170#0,"""…자, 클라리스 클레이스.<br>이거 참가자 자료니까<br>앞으로를 위해서라도 제대로 읽어 둬."""
st_013220_0180#0,"""…저 사람한테 밀리고 있어.<br><%me>.<br>후반전엔 더 힘내자."""
