st_013050_0001#0,"""A.P.238/4/9/13:00"""
st_013050_0010#0,"""거기까지다!"""
st_013050_0020#0,"""오오, 이거 참 대단한 이변이군!"""
st_013050_0030#0,"""자, 잠깐만! 잠깐!<br>지금 건 무효다! 다시 하게 해 다오!"""
st_013050_0040#0,"""무슨 일이든 승부는 승부!<br>결착은 결착이다!"""
st_013050_0050#0,"""제한 시간도 거의 다 찼다.<br>자, 떼쓰는 건 거기까지다!"""
st_013050_0060#0,"""그누누누누누…<br>너, 너희들, 두고 보라고!"""
st_013050_0070#0,"""이야, 저 녀석이 지다니<br>귀한 장면을 봤군!"""
st_013050_0080#0,"""너희들, 수고했다!<br>이걸로 모든 프로그램은 종료!<br>최우수는 두말할 것 없이 너희들이다!"""
st_013050_0090#0,"""이 경험을 살려서<br>앞으로의 전투에서도 분전하기를…"""
st_013050_0100#0,"""으아악, 클라리스 클레이스!<br>이런 데서 날뛰지 마!"""
st_013050_0110#0,"""납득 못 해, 납득 못 해<br>납득 못 하겠어-!"""
st_013050_0120#0,"""절반의 힘만 냈어도<br>내가 이겼을 텐데-!"""
st_013050_0125#0,"""거기까지다!<br>승자, 클라리스 클레이스!"""
st_013050_0130#0,"""흥흥, 어떠냐 어떠냐?<br>봤나, 봤느냐, 똑똑히 알겠느냐?<br>이것이 육망균형의 힘이다!"""
st_013050_0140#0,"""음음, 칭찬해 주마, 네놈들.<br>이렇게 속 시원했던 건<br>꽤 오랜만이다!"""
st_013050_0150#0,"""이야, 속 시원했다.<br>만족했어, 즐거웠어.<br>좋아, 돌아가자. 바로 돌아가야지!"""
st_013050_0160#0,"""그럼이다, 네놈들.<br>다음에 또 놀아 줄 테니<br>그때까지 더 강해져 있어라!"""
st_013050_0170#0,"""아쉽게 됐군!<br>하지만 어쩔 수 없다!<br>너희들은 연전이었으니까!"""
st_013050_0180#0,"""어쨌든 수고했다!<br>이걸로 모든 프로그램은 종료!<br>최우수는 두말할 것 없이 너희들이다!"""
st_013050_0190#0,"""육망균형과의 모의전도<br>좋은 경험이 되었겠지!"""
st_013050_0200#0,"""이 경험들이 너희의 더욱 큰<br>정진으로 이어지길 기대하겠다!<br>그럼, 잘 있어라!"""
