st_013000_0001#0,"""A.P.238/4/9/10:50"""
st_013000_0010#0,"""오, 새로운 도전자가 참전하는 건가!<br>좋아, 좋아! 더 모여라!<br>참가자는 많을수록 좋다!"""
st_013000_0020#0,"""무대는 나베리우스!<br>숲을 단숨에 내달리는<br>스코어 어택 대결전!"""
st_013000_0030#0,"""얼마 전 다크 펄스 부활로 늘어난<br>다커를 쓸어 버릴 수도 있으니<br>일석이조다!"""
st_013000_0040#0,"""너도 함께 떠들… 아니,<br>서로를 북돋울 상대를 골라<br>전장으로 가라! 참여를 기다린다!"""
st_013000_0050#0,"""오자를 부른다"""
st_013000_0060#0,"""마루를 부른다"""
st_013000_0070#0,"""리사를 부른다"""
st_013000_0080#0,"""다음으로"""
st_013000_0090#0,"""아핀을 부른다"""
st_013000_0100#0,"""파티와 티아를 부른다"""
st_013000_0110#0,"""아무도 부르지 않고 가 본다"""
st_013000_0120#0,"""돌아간다"""
