st_013620_0001#0,"""A.P.238/4/9/11:30"""
st_013620_0010#0,"""여기서 산림 에어리어는 끝인가.<br>잠깐 쉴 수 있는 공간 같으니<br>조금 쉬었다 가자."""
st_013620_0020#0,"""하지만 네 움직임을 보아하니<br>휴식 따윈 필요 없어 보이네."""
st_013620_0030#0,"""볼 때마다 네 움직임은<br>더 세련돼지는 것 같아.<br>솔직히 부러울 정도의 성장 속도네."""
st_013620_0040#0,"""몸에 밴 듯한 저 움직임…<br>몇 번이고 되풀이한 집요한 훈련의<br>성과라고 봐야 하려나."""
st_013620_0050#0,"""얼마나 반복해야<br>이 짧은 기간에 그런 힘이<br>붙는 건지 모르겠지만…"""
st_013620_0060#0,"""아, 미안.<br>꼭 추궁하는 것처럼<br>들렸겠네."""
st_013620_0070#0,"""강한 건 나쁜 게 아니야.<br>우쭐대거나 정도를 넘기지만 않으면<br>분명 좋은 일이니까."""
st_013620_0080#0,"""하하하하하!<br>참가자 제군, 수고 많았다!<br>재밌게 즐기고 있나!"""
st_013620_0090#0,"""으으, 나도 참가하고 싶다…"""
st_013620_0100#0,"""…응?<br>뭐야, 호출인가?"""
st_013620_0110#0,"""통신 회선은 끊어 두라고!<br>에헴… 정신 차리고<br>중간 경과를 보고하지!"""
st_013620_0120#0,"""…현재 성적 우수자는<br>헌터 사라와<br><%me> 페어인가!"""
st_013620_0130#0,"""어디 보자, 어디 보자?<br>뭐라고! 내 힘이 필요한 일이래!?<br>그것도 마리아가 직접 지명했다고!"""
st_013620_0140#0,"""헌터 오자와<br>포스 마루의 페어도<br>분투하고 있는 모양이군!"""
st_013620_0150#0,"""좋아, 알았다, 맡겨 둬!<br>지금 바로 간다! 간다고!"""
st_013620_0160#0,"""하지만 모두 거의 대등하다!<br>접전 열전 대격전!<br>얼마든지 역전할 기회는 있다!"""
st_013620_0170#0,"""더 재밌어 보이는 걸<br>찾았다, 클라리사!<br>서둘러 출격이다!"""
st_013620_0180#0,"""자, 그런 뜻으로 후반전도…<br>어이, 어이어이어이!"""
st_013620_0190#0,"""클라리스 클레이스!<br>네가 주최 쪽에 끼어들어 놓고<br>중간에 사라지는 거냐!"""
st_013620_0200#0,"""에이, 뭐, 재밌어 보였으니 됐다!<br>계속해서 제군의 활약을 기대하지!<br>이상!"""
st_013620_0210#0,"""…그 바보, 가 버린 모양이네.<br>이제 중간에 도망치지 않아도 되려나…"""
st_013620_0220#0,"""응? 아, 미안.<br>내 얘기니까 신경 쓰지 마."""
st_013620_0230#0,"""그보다 상위권에 있는 모양이니<br>이 기세로 독주해 버리자."""
