st_013040_0001#0,"""A.P.238/4/9/12:30"""
st_013040_0010#0,"""거기까지다!<br>훌륭해, 훌륭해! 정말 대단했다!<br>너희들의 움직임, 똑똑히 봤다!"""
st_013040_0020#0,"""…으음.<br>조금은 아쉬운 성적이군!"""
st_013040_0030#0,"""하지만 이 전기대회를 끝까지<br>해낸 그 기개는 참으로 훌륭하다!<br>그것이야말로 아크스에 필요한 것이다!"""
st_013040_0040#0,"""아쉽게도 상위 입상은 놓쳤고<br>엑시비션도 다음으로 미뤄졌지만<br>너희들의 기개는 충분히 전해졌다!"""
st_013040_0050#0,"""자, 돌아가도록 해라!<br>모두가 너희를 기다리고 있다!"""
st_013040_0060#0,"""트집 잡을 데 없는 성적이다!<br>기획한 내 면목이 서는군!<br>나 대단해! 내 혜안이란!"""
st_013040_0070#0,"""하지만 뭐, 참가자인 너희들의<br>노력이 있었기에 가능한 성적이다!"""
st_013040_0080#0,"""이건 뭐 하나, 특별한 포상을<br>준비해 주지 않고서는 성이 안 풀리겠군!"""
st_013040_0090#0,"""자, 그렇지 않나!<br>클라리스 클레이스!"""
st_013040_0100#0,"""정말이지 그렇다!<br>내가 몸소 포상을 내려 주지!"""
st_013040_0110#0,"""우수 성적자에게 주는 포상!<br>그것은 바로 나 자신이다!"""
st_013040_0120#0,"""육망균형의 다섯, 그리고 삼영웅인<br>이 클라리스 클레이스와의<br>엑시비션 매치다!"""
st_013040_0130#0,"""어떠냐? 기쁘지?<br>후후후, 기뻐하거라, 영광으로 여기거라!"""
st_013040_0140#0,"""육망균형이 몸소 상대해 주는 일은<br>좀처럼 없는 일이니까 말이다!"""
st_013040_0150#0,"""…어라?<br>있지, 휴이. 왠지 별로<br>기뻐 보이는 얼굴이 아닌데?"""
st_013040_0160#0,"""대전을 앞두고 긴장한 것뿐이겠지!<br>신경 쓰지 마라! 보통은 강자에게<br>상대해 볼 기회를 얻는 것만으로도 기쁜 법이다!"""
st_013040_0170#0,"""그런가, 그럼 됐다!<br>뭐, 안심해라. 거기 아크스들.<br>제대로 봐주면서 상대해 줄 테니!"""
st_013040_0180#0,"""그렇지… 좋아!<br>절반의 절반의 절반의 절반 정도 힘으로<br>상대해 주마!"""
st_013040_0190#0,"""자, 가자, 클라리사!<br>절반의 절반의 절반의 절반의…<br>어라? 어느 정도였더라?"""
st_013040_0200#0,"""뭐 됐어, 귀찮으니<br>눈에 띄는 건 전부 폭파다!"""
