st_013640_0001#0,"""A.P.238/4/9/12:30"""
st_013640_0010#0,"""거기까지다!<br>훌륭해, 훌륭해! 정말 대단했다!<br>너희들의 움직임, 똑똑히 봤다!"""
st_013640_0020#0,"""…으음.<br>조금은 아쉬운 성적이군!"""
st_013640_0030#0,"""하지만 이 전기대회를 끝까지<br>해낸 그 기개는 참으로 훌륭하다!<br>그것이야말로 아크스에 필요한 것이다!"""
st_013640_0040#0,"""아쉽게도 상위 입상은 놓쳤고<br>엑시비션도 다음으로 미뤄졌지만<br>너희들의 기개는 충분히 전해졌다!"""
st_013640_0050#0,"""자, 돌아가도록 해라!<br>모두가 너희를 기다리고 있다!"""
st_013640_0060#0,"""트집 잡을 데 없는 성적이다!<br>기획한 내 면목이 서는군!<br>나 대단해! 내 혜안이란!"""
st_013640_0070#0,"""하지만 뭐, 참가자인 너희들의<br>노력이 있었기에 가능한 성적이다!"""
st_013640_0080#0,"""이건 뭐 하나, 특별한 포상을<br>준비해 주지 않고서는 성이 안 풀리겠군!"""
st_013640_0090#0,"""그래, 너희들에게 줄 포상…<br>그건 바로, 나와의 모의전이다!"""
st_013640_0100#0,"""육망균형에게 힘을 빌린다는 건<br>아주 명예로운 일인 모양이니!<br>자, 사양하지 말고 전력으로 덤벼라!"""
st_013640_0110#0,"""…죄송하지만 포상은 사양할게요."""
st_013640_0120#0,"""너무 영혼 없잖아!<br>어이, 어이! 여기까지 힘냈으니<br>마지막도 힘내 보자고!"""
st_013640_0130#0,"""게다가 난 네 실력을 알고 싶다!"""
st_013640_0140#0,"""아니, 난 몰라도 되는데."""
st_013640_0150#0,"""그럴 순 없다!<br>난 육망균형! 아크스에 얽힌<br>모든 걸 알아야 하니까!"""
st_013640_0160#0,"""그쪽은…<br><%me>에 대해선<br>어느 정도 알고 있다!"""
st_013640_0170#0,"""하지만 그 사라라는 소녀는!<br>난 몰라, 한 번도 만난 적이 없다!"""
st_013640_0180#0,"""내가 만난 적이 없다면<br>넌 아크스가 아닐 거다!"""
st_013640_0190#0,"""왜냐하면 난 아크스 전원을<br>만나 봤고, 다 기억하고 있으니까!<br>이름은 자주 까먹지만!"""
st_013640_0200#0,"""얼굴도 잊은 거겠지."""
st_013640_0210#0,"""그건 아니다!<br>그래, 그건 아니야!"""
st_013640_0220#0,"""…그래서, 날 탓하겠다는 거야?"""
st_013640_0230#0,"""아니 아니, 전혀 그런 뜻은 없다!<br>아크스가 아닐지는 몰라도<br>그 마음만큼은 정의로운 것이겠지!"""
st_013640_0240#0,"""그러니 확인하게 해 다오!<br>네 정의의 기개를!"""
st_013640_0250#0,"""하아… 귀찮아.<br>결국 그냥 네가 싸우고 싶은 거잖아."""
st_013640_0260#0,"""그렇게 생각해도 상관없다!<br>어쨌든 내가 할 수 있는 건 싸우는 일과<br>남을 돕는 일이니까!"""
st_013640_0270#0,"""미안, <%me>.<br>귀찮은 일에 말려들게 했지만<br>운명이라 생각하고 포기해."""
st_013640_0280#0,"""그럼, 간다!"""
