name01#0,"""？？？"""
mv_010010_0010#0,"""『오라클』<br>그것은 행성간을 자유롭게 여행하는 거대한 선단이다."""
mv_010010_0020#0,"""그 탄생과 함께 외우주로의 진출이 가능해져 새로운 역사가 시작됐다."""
mv_010010_0030#0,"""그리고 현재, 우리의 활동 범위는 수많은 은하로 넘어갔다."""
mv_010010_0040#0,"""가는 곳 마다 발견되는 미지의 행성에는 『오라클』 안에서 편성된 부대…"""
mv_010010_0050#0,"""『아크스』가 행성에 강하해서 조사를 실시한다."""
mv_010010_0060#0,"""『아크스』는, 『오라클』에 존재하는 4개의 종족으로 이루어져 있다."""
mv_010010_0070#0,"""밸런스가 뛰어난 휴먼"""
mv_010010_0080#0,"""포톤을 능숙하게 다루는 뉴먼"""
mv_010010_0090#0,"""강인한 신체를 가진 캐스트"""
mv_010010_0095#0,"""높은 공격력을 자랑하는 듀먼"""
mv_010010_0100#0,"""각자 부족한 점을 보완하며 협력하는 것으로 우리『아크스』가 성립하고 있는 것이다."""
mv_010010_0110#0,"""…도착한 모양이군."""
mv_010010_0120#0,"""곧 도착할 행성은 나베리우스."""
mv_010010_0130#0,"""문명은 존재하지 않으며, 원생생물은 흉포하다. 결코 방심하지 마라."""
mv_010010_0140#0,"""건투를 빈다."""
