name01#0,"""???"""
mv_010010_0010#0,"""The Oracle Fleet--a vast armada assembled to explore the depths of space."""
mv_010010_0020#0,"""With it, we stepped beyond interplanetary space into the vast"""
mv_010010_0030#0,"""outer reaches, beginning a new age of travel between the stars."""
mv_010010_0040#0,"""And from its crew emerged a squad of elites known as ARKS."""
mv_010010_0050#0,"""Drawn from the four races of the Oracle fleet,"""
mv_010010_0060#0,"""and tasked with the exploration of each new frontier, these men and women form the vanguard of our expansion."""
mv_010010_0070#0,"""Humans, balanced and adaptable."""
mv_010010_0080#0,"""Newmans, masters of potent photon energy."""
mv_010010_0090#0,"""Casts, sentient juggernauts of circuitry and alloy."""
mv_010010_0095#0,"""Dewmans, boasting enormous attack power."""
mv_010010_0100#0,"""Each race complements the next, extending our reach fourfold."""
mv_010010_0110#0,"""We've arrived."""
mv_010010_0120#0,"""Planet Naberius: uncivilized and untamed."""
mv_010010_0130#0,"""And your next destination. Don't let your guard down."""
mv_010010_0140#0,"""Do the fleet proud."""
